DateTime;UpDn;Depth;RE3Max
2020-12-02 13:24:25.394;Dn;0.000;387
2020-12-02 13:24:30.271;Dn;0.000;387.1
2020-12-02 13:24:31.900;Dn;0.008;387.2
2020-12-02 13:24:33.520;Dn;0.040;151.9
2020-12-02 13:24:35.141;Dn;0.081;103.9
2020-12-02 13:24:36.762;Dn;0.114;180.8
2020-12-02 13:24:38.387;Dn;0.164;211.2
2020-12-02 13:24:40.013;Dn;0.222;199.2
2020-12-02 13:24:41.638;Dn;0.288;185.2
2020-12-02 13:24:43.263;Dn;0.365;178.4
2020-12-02 13:24:44.893;Dn;0.448;170
2020-12-02 13:24:46.512;Dn;0.522;164.1
2020-12-02 13:24:48.135;Dn;0.606;161.3
2020-12-02 13:24:49.759;Dn;0.691;138
2020-12-02 13:25:36.897;Dn;0.738;302.7
2020-12-02 13:25:38.524;Dn;0.768;272.8
2020-12-02 13:25:40.150;Dn;0.826;260.3
2020-12-02 13:25:41.776;Dn;0.901;253.8
2020-12-02 13:25:43.402;Dn;0.976;247.8
2020-12-02 13:25:45.025;Dn;1.050;208.4
2020-12-02 13:25:46.649;Dn;1.134;28.7
2020-12-02 13:25:48.272;Dn;1.210;3.4
2020-12-02 13:25:49.915;Dn;1.285;-71.2
2020-12-02 13:25:51.514;Dn;1.360;-80.4
2020-12-02 13:25:53.154;Dn;1.443;-68.5
2020-12-02 13:25:54.752;Dn;1.517;-97.7
2020-12-02 13:25:56.402;Dn;1.599;-125.9
2020-12-02 13:25:57.997;Dn;1.675;-160.7
2020-12-02 13:25:59.622;Dn;1.750;-135.9
2020-12-02 13:26:01.247;Dn;1.816;-103
2020-12-02 13:26:02.871;Dn;1.886;-101.2
2020-12-02 13:26:04.495;Dn;1.902;-122.4
2020-12-02 13:26:06.115;Dn;1.925;-88.2
2020-12-02 13:26:07.735;Dn;1.927;-100.8
2020-12-02 13:26:09.354;Dn;1.969;-120
2020-12-02 13:27:02.793;Dn;1.972;-20
2020-12-02 13:27:04.414;Dn;2.011;-49.4
2020-12-02 13:27:06.032;Dn;2.061;-28.4
2020-12-02 13:27:07.720;Dn;2.128;-54.4
2020-12-02 13:27:09.275;Dn;2.186;-109.5
2020-12-02 13:27:10.895;Dn;2.244;-116
2020-12-02 13:27:12.517;Dn;2.311;-117
2020-12-02 13:27:14.141;Dn;2.369;-130.7
2020-12-02 13:27:15.785;Dn;2.436;-147.9
2020-12-02 13:27:17.390;Dn;2.494;-155.7
2020-12-02 13:27:19.009;Dn;2.552;-157.6
2020-12-02 13:27:20.634;Dn;2.610;-151.9
2020-12-02 13:27:22.262;Dn;2.677;-161.4
2020-12-02 13:27:23.880;Dn;2.734;-163.4
2020-12-02 13:27:25.504;Dn;2.793;-181.3
2020-12-02 13:27:27.128;Dn;2.853;-199.8
2020-12-02 13:27:28.750;Dn;2.912;-198.3
2020-12-02 13:27:30.373;Dn;2.970;-190.9
2020-12-02 13:27:31.996;Dn;3.019;-195.8
2020-12-02 13:27:33.620;Dn;3.069;-197.6
2020-12-02 13:27:35.241;Dn;3.119;-199.1
2020-12-02 13:28:27.148;Dn;3.159;-84.6
2020-12-02 13:28:28.765;Dn;3.196;-129.2
2020-12-02 13:28:30.389;Dn;3.246;-197.7
2020-12-02 13:28:32.014;Dn;3.295;-226.3
2020-12-02 13:28:33.638;Dn;3.345;-224
2020-12-02 13:28:35.262;Dn;3.395;-200.4
