DateTime;UpDn;Depth;REMax
2020-11-12 14:54:00.727;Dn;0.048;148.3
2020-11-12 14:54:00.727;Dn;0.048;148.3
2020-11-12 14:54:01.789;Dn;0.147;81.7
2020-11-12 14:54:02.831;Dn;0.216;70.8
2020-11-12 14:54:03.872;Dn;0.283;66.4
2020-11-12 14:54:04.906;Dn;0.352;183.4
2020-11-12 14:54:05.967;Dn;0.381;164.2
2020-11-12 14:54:06.998;Dn;0.432;173
2020-11-12 14:54:08.039;Dn;0.504;200.8
2020-11-12 14:54:09.096;Dn;0.581;163.6
2020-11-12 14:55:01.124;Dn;0.688;177.2
2020-11-12 14:55:02.189;Dn;0.708;164.6
2020-11-12 14:55:03.230;Dn;0.748;161.8
2020-11-12 14:55:04.292;Dn;0.796;167.2
2020-11-12 14:55:05.304;Dn;0.858;151.8
2020-11-12 14:55:06.365;Dn;0.906;197.1
2020-11-12 14:55:07.395;Dn;0.948;203.1
2020-11-12 14:55:08.439;Dn;0.999;214
2020-11-12 14:55:09.491;Dn;1.055;203.1
2020-11-12 14:55:10.504;Dn;1.100;195.4
2020-11-12 14:55:11.563;Dn;1.162;169.2
2020-11-12 14:55:12.602;Dn;1.202;133
2020-11-12 14:55:13.644;Dn;1.242;107.7
2020-11-12 14:55:14.691;Dn;1.279;77.4
2020-11-12 14:55:15.704;Dn;1.343;88.6
2020-11-12 14:55:16.766;Dn;1.391;74.2
2020-11-12 14:55:17.807;Dn;1.436;56.8
2020-11-12 14:55:18.849;Dn;1.487;68.5
2020-11-12 14:55:19.892;Dn;1.538;82.3
2020-11-12 14:55:20.908;Dn;1.594;43.4
2020-11-12 14:55:21.973;Dn;1.642;19.2
2020-11-12 14:55:23.014;Dn;1.684;11.6
2020-11-12 14:55:24.055;Dn;1.719;-4
2020-11-12 14:55:25.097;Dn;1.762;-22.2
2020-11-12 14:56:00.502;Dn;1.852;-33.2
2020-11-12 14:56:01.552;Dn;1.875;-232.5
2020-11-12 14:56:02.589;Dn;1.891;-202.7
2020-11-12 14:56:03.630;Dn;1.939;-212.9
2020-11-12 14:56:04.689;Dn;1.993;-225.1
2020-11-12 14:56:05.732;Dn;2.057;-231
2020-11-12 14:56:06.766;Dn;2.110;-253.9
2020-11-12 14:56:07.795;Dn;2.163;-262.1
2020-11-12 14:56:08.836;Dn;2.217;-263
2020-11-12 14:56:09.891;Dn;2.265;-259.5
2020-11-12 14:56:10.928;Dn;2.323;-259.2
2020-11-12 14:56:11.960;Dn;2.369;-258.8
2020-11-12 14:56:13.004;Dn;2.414;-267.2
2020-11-12 14:56:14.043;Dn;2.462;-275.6
2020-11-12 14:56:15.090;Dn;2.507;-280.3
2020-11-12 14:56:16.142;Dn;2.563;-283.5
2020-11-12 14:56:17.174;Dn;2.611;-285.5
2020-11-12 14:56:18.207;Dn;2.657;-280.6
2020-11-12 14:56:19.248;Dn;2.702;-277
2020-11-12 14:56:20.291;Dn;2.747;-277.1
2020-11-12 14:56:21.331;Dn;2.803;-270.6
2020-11-12 14:56:22.372;Dn;2.849;-257.2
2020-11-12 14:56:23.413;Dn;2.894;-223.3
2020-11-12 14:56:24.454;Dn;2.939;-212
2020-11-12 14:56:25.493;Dn;2.985;-202.1
2020-11-12 14:56:26.557;Dn;3.038;-189.6
2020-11-12 14:57:05.066;Dn;3.089;-184.4
2020-11-12 14:57:06.105;Dn;3.125;-324.4
2020-11-12 14:57:07.156;Dn;3.173;-309.5
2020-11-12 14:57:08.191;Dn;3.224;-326.2
2020-11-12 14:57:09.232;Dn;3.277;-326
2020-11-12 14:57:10.273;Dn;3.330;-300.8
2020-11-12 14:57:11.338;Dn;3.384;-292.8
2020-11-12 14:57:12.376;Dn;3.442;-287.4
2020-11-12 14:57:13.398;Dn;3.496;-285.3
2020-11-12 14:57:14.439;Dn;3.552;-287
2020-11-12 14:57:15.494;Dn;3.602;-285.9
2020-11-12 14:57:16.553;Dn;3.658;-297.4
2020-11-12 14:57:17.572;Dn;3.698;-313.5
2020-11-12 14:57:18.604;Dn;3.736;-306
2020-11-12 14:57:19.645;Dn;3.778;-292.5
2020-11-12 14:57:20.694;Dn;3.821;-296.6
2020-11-12 14:57:21.754;Dn;3.877;-308.9
2020-11-12 14:57:22.776;Dn;3.925;-290.4
2020-11-12 14:57:23.811;Dn;3.973;-279.6
2020-11-12 14:57:24.852;Dn;4.016;-307.2
2020-11-12 14:57:25.893;Dn;4.048;-318.3
2020-11-12 14:57:26.934;Dn;4.077;-332.1
2020-11-12 14:57:27.977;Dn;4.109;-344.5
2020-11-12 14:57:29.018;Dn;4.136;-352.2
2020-11-12 14:57:30.059;Dn;4.168;-345.2
2020-11-12 14:57:31.099;Dn;4.200;-334.2
2020-11-12 14:58:12.751;Dn;4.265;-321.7
2020-11-12 14:58:13.792;Dn;4.271;-451.7
2020-11-12 14:58:14.833;Dn;4.300;-426.9
2020-11-12 14:58:15.893;Dn;4.332;-505.2
2020-11-12 14:58:16.953;Dn;4.375;-531.9
2020-11-12 14:58:17.965;Dn;4.409;-512.7
2020-11-12 14:58:18.997;Dn;4.439;-500.7
2020-11-12 14:58:21.092;Dn;4.457;-505.3
2020-11-12 14:58:23.174;Dn;4.468;-504.1
2020-11-12 14:58:24.202;Dn;4.487;-492.6
2020-11-12 14:58:25.243;Dn;4.508;-469.9
2020-11-12 14:58:26.292;Dn;4.535;-461
2020-11-12 14:58:27.356;Dn;4.567;-456.5
2020-11-12 14:58:28.375;Dn;4.599;-451.9
2020-11-12 14:58:29.406;Dn;4.628;-447.5
2020-11-12 14:58:30.447;Dn;4.655;-450.9
2020-11-12 14:58:31.493;Dn;4.679;-457.7
2020-11-12 14:58:32.560;Dn;4.713;-456.9
2020-11-12 14:58:33.574;Dn;4.740;-455.4
2020-11-12 14:58:34.610;Dn;4.769;-456.4
2020-11-12 14:58:35.651;Dn;4.796;-459
2020-11-12 14:58:36.696;Dn;4.804;-473.5
2020-11-12 14:58:37.735;Dn;4.833;-467.6
2020-11-12 14:58:38.778;Dn;4.860;-474.3
2020-11-12 14:58:39.814;Dn;4.879;-455
2020-11-12 14:58:40.855;Dn;4.903;-467.5
2020-11-12 14:58:41.896;Dn;4.929;-463.1
2020-11-12 14:58:42.961;Dn;4.959;-483
2020-11-12 14:58:43.977;Dn;4.983;-500.3
2020-11-12 14:58:45.031;Dn;5.007;-509.4
2020-11-12 14:58:46.059;Dn;5.031;-512.9
2020-11-12 14:58:47.098;Dn;5.055;-510.7
2020-11-12 14:58:48.145;Dn;5.084;-504.5
2020-11-12 14:58:49.182;Dn;5.116;-467.3
2020-11-12 14:58:50.222;Dn;5.145;-462.6
2020-11-12 14:58:51.263;Dn;5.167;-468.7
2020-11-12 14:58:52.301;Dn;5.191;-477.1
2020-11-12 14:58:53.347;Dn;5.225;-486.3
2020-11-12 14:58:54.385;Dn;5.257;-494
2020-11-12 14:58:55.426;Dn;5.292;-502.6
2020-11-12 14:58:56.467;Dn;5.324;-510.1
2020-11-12 14:58:57.505;Dn;5.361;-507.4
2020-11-12 14:58:58.549;Dn;5.391;-490.3
2020-11-12 14:58:59.590;Dn;5.417;-512.2
2020-11-12 14:59:00.630;Dn;5.447;-535.2
2020-11-12 14:59:49.547;Dn;5.526;-510.7
2020-11-12 14:59:50.586;Dn;5.542;-534.1
2020-11-12 14:59:51.626;Dn;5.563;-534.6
2020-11-12 14:59:52.667;Dn;5.584;-538.5
2020-11-12 14:59:53.705;Dn;5.611;-544.1
2020-11-12 14:59:54.750;Dn;5.630;-550.6
2020-11-12 14:59:55.788;Dn;5.651;-555.3
2020-11-12 14:59:56.829;Dn;5.678;-559.1
2020-11-12 14:59:57.869;Dn;5.702;-559.8
2020-11-12 14:59:58.904;Dn;5.734;-558
2020-11-12 14:59:59.952;Dn;5.752;-559.1
2020-11-12 15:00:00.992;Dn;5.771;-558.8
2020-11-12 15:00:02.033;Dn;5.790;-560
2020-11-12 15:00:05.170;Dn;5.806;-562.1
2020-11-12 15:00:06.195;Dn;5.811;-575.8
2020-11-12 15:00:07.236;Dn;5.827;-564.8
2020-11-12 15:00:08.295;Dn;5.851;-563.8
2020-11-12 15:00:11.398;Dn;5.856;-571.4
2020-11-12 15:00:12.439;Dn;5.867;-566.8
2020-11-12 15:00:13.494;Dn;5.875;-568.5
2020-11-12 15:00:15.582;Dn;5.894;-568.7
