LOOPNr,ID,Depth,Redox_mV,Electrode_Label,Grounding,DateTime,UpDn
LOOP2,2Ab,14.793,-533.5,Pt,,2020-04-01 11:13:49.615,Dn
LOOP2,2Ab,14.825,-549.9,Pt,,2020-04-01 11:13:50.668,Dn
LOOP2,2Ab,14.855,-526.4,Pt,,2020-04-01 11:13:51.698,Dn
LOOP2,2Ab,14.879,-513.2,Pt,,2020-04-01 11:13:52.738,Dn
LOOP2,2Ab,14.905,-499.9,Pt,,2020-04-01 11:13:53.780,Dn
LOOP2,2Ab,14.932,-515.7,Pt,,2020-04-01 11:13:54.821,Dn
LOOP2,2Ab,14.964,-524.9,Pt,,2020-04-01 11:13:55.864,Dn
LOOP2,2Ab,14.991,-547.3,Pt,,2020-04-01 11:13:56.904,Dn
LOOP2,2Ab,15.017,-549.3,Pt,,2020-04-01 11:13:57.945,Dn
LOOP2,2Ab,15.041,-544.6,Pt,,2020-04-01 11:13:58.987,Dn
LOOP2,2Ab,15.065,-540.4,Pt,,2020-04-01 11:14:00.048,Dn
LOOP2,2Ab,15.097,-534.3,Pt,,2020-04-01 11:14:01.107,Dn
LOOP2,2Ab,15.121,-532.5,Pt,,2020-04-01 11:14:02.111,Dn
LOOP2,2Ab,15.145,-531.1,Pt,,2020-04-01 11:14:03.153,Dn
LOOP2,2Ab,15.172,-539.2,Pt,,2020-04-01 11:14:04.194,Dn
LOOP2,2Ab,15.204,-534.1,Pt,,2020-04-01 11:14:05.256,Dn
LOOP2,2Ab,15.228,-536.4,Pt,,2020-04-01 11:14:06.311,Dn
LOOP2,2Ab,15.255,-532.9,Pt,,2020-04-01 11:14:07.319,Dn
LOOP2,2Ab,15.282,-524.2,Pt,,2020-04-01 11:14:08.361,Dn
LOOP2,2Ab,15.306,-524.5,Pt,,2020-04-01 11:14:09.402,Dn
LOOP2,2Ab,15.338,-524.8,Pt,,2020-04-01 11:14:10.460,Dn
LOOP2,2Ab,15.364,-526.0,Pt,,2020-04-01 11:14:11.504,Dn
LOOP2,2Ab,15.391,-527.9,Pt,,2020-04-01 11:14:12.527,Dn
LOOP2,2Ab,15.418,-532.4,Pt,,2020-04-01 11:14:13.568,Dn
LOOP2,2Ab,15.442,-532.7,Pt,,2020-04-01 11:14:14.610,Dn
LOOP2,2Ab,15.474,-538.9,Pt,,2020-04-01 11:14:15.659,Dn
LOOP2,2Ab,15.5,-536.9,Pt,,2020-04-01 11:14:16.693,Dn
LOOP2,2Ab,15.527,-534.4,Pt,,2020-04-01 11:14:17.734,Dn
LOOP2,2Ab,15.551,-533.6,Pt,,2020-04-01 11:14:18.775,Dn
LOOP2,2Ab,15.578,-539.0,Pt,,2020-04-01 11:14:19.817,Dn
LOOP2,2Ab,15.61,-546.1,Pt,,2020-04-01 11:14:20.893,Dn
LOOP2,2Ab,15.652,-552.7,Pt,,2020-04-01 11:14:59.391,Dn
LOOP2,2Ab,15.672,-604.1,Pt,,2020-04-01 11:15:01.512,Dn
LOOP2,2Ab,15.686,-563.3,Pt,,2020-04-01 11:15:02.516,Dn
LOOP2,2Ab,15.707,-565.2,Pt,,2020-04-01 11:15:03.557,Dn
LOOP2,2Ab,15.726,-559.8,Pt,,2020-04-01 11:15:04.598,Dn
LOOP2,2Ab,15.747,-553.8,Pt,,2020-04-01 11:15:05.659,Dn
LOOP2,2Ab,15.771,-553.7,Pt,,2020-04-01 11:15:06.713,Dn
LOOP2,2Ab,15.792,-556.3,Pt,,2020-04-01 11:15:07.722,Dn
LOOP2,2Ab,15.814,-555.8,Pt,,2020-04-01 11:15:08.763,Dn
LOOP2,2Ab,15.832,-554.6,Pt,,2020-04-01 11:15:09.804,Dn
LOOP2,2Ab,15.859,-550.1,Pt,,2020-04-01 11:15:10.863,Dn
LOOP2,2Ab,15.88,-552.9,Pt,,2020-04-01 11:15:11.912,Dn
LOOP2,2Ab,15.899,-548.6,Pt,,2020-04-01 11:15:12.927,Dn
LOOP2,2Ab,15.923,-544.1,Pt,,2020-04-01 11:15:13.968,Dn
LOOP2,2Ab,15.944,-541.8,Pt,,2020-04-01 11:15:15.009,Dn
LOOP2,2Ab,15.968,-539.6,Pt,,2020-04-01 11:15:16.064,Dn
LOOP2,2a,0.091,-201.5,Pt,,2020-04-01 12:55:34.590,Dn
LOOP2,2a,0.091,-201.5,Pt,,2020-04-01 12:55:34.590,Dn
LOOP2,2a,0.208,-75.0,Pt,,2020-04-01 12:55:35.610,Dn
LOOP2,2a,0.285,20.5,Pt,,2020-04-01 12:55:36.650,Dn
LOOP2,2a,0.368,24.2,Pt,,2020-04-01 12:55:37.691,Dn
LOOP2,2a,0.443,24.7,Pt,,2020-04-01 12:55:38.733,Dn
LOOP2,2a,0.507,195.4,Pt,,2020-04-01 12:55:39.797,Dn
LOOP2,2a,0.568,201.2,Pt,,2020-04-01 12:55:40.818,Dn
LOOP2,2a,0.613,36.0,Pt,,2020-04-01 12:55:41.857,Dn
LOOP2,2a,0.661,96.0,Pt,,2020-04-01 12:55:42.899,Dn
LOOP2,2a,0.736,17.3,Pt,,2020-04-01 12:55:43.941,Dn
LOOP2,2a,0.816,89.2,Pt,,2020-04-01 12:55:45.000,Dn
LOOP2,2a,0.875,130.5,Pt,,2020-04-01 12:55:46.033,Dn
LOOP2,2a,0.931,138.5,Pt,,2020-04-01 12:55:47.068,Dn
LOOP2,2a,1.003,142.3,Pt,,2020-04-01 12:55:48.110,Dn
LOOP2,2a,1.075,130.9,Pt,,2020-04-01 12:55:49.152,Dn
LOOP2,2a,1.166,113.8,Pt,,2020-04-01 12:55:50.199,Dn
LOOP2,2a,1.256,108.0,Pt,,2020-04-01 12:56:46.441,Dn
LOOP2,2a,1.306,-157.6,Pt,,2020-04-01 12:56:47.483,Dn
LOOP2,2a,1.343,-137.6,Pt,,2020-04-01 12:56:48.525,Dn
LOOP2,2a,1.383,-109.2,Pt,,2020-04-01 12:56:49.566,Dn
LOOP2,2a,1.447,-155.9,Pt,,2020-04-01 12:56:50.620,Dn
LOOP2,2a,1.495,-153.1,Pt,,2020-04-01 12:56:51.649,Dn
LOOP2,2a,1.554,-76.7,Pt,,2020-04-01 12:56:52.688,Dn
LOOP2,2a,1.612,-21.1,Pt,,2020-04-01 12:56:53.730,Dn
LOOP2,2a,1.671,-92.4,Pt,,2020-04-01 12:56:54.791,Dn
LOOP2,2a,1.74,-40.7,Pt,,2020-04-01 12:56:55.812,Dn
LOOP2,2a,1.786,-32.9,Pt,,2020-04-01 12:56:56.854,Dn
LOOP2,2a,1.85,-30.6,Pt,,2020-04-01 12:56:57.895,Dn
LOOP2,2a,1.922,-31.1,Pt,,2020-04-01 12:56:58.937,Dn
LOOP2,2a,1.983,-48.7,Pt,,2020-04-01 12:56:59.998,Dn
LOOP2,2a,2.058,-22.7,Pt,,2020-04-01 12:57:01.020,Dn
LOOP2,2a,2.109,-56.4,Pt,,2020-04-01 12:57:02.061,Dn
LOOP2,2a,2.146,-66.0,Pt,,2020-04-01 12:57:03.103,Dn
LOOP2,2a,2.191,-25.0,Pt,,2020-04-01 12:57:04.144,Dn
LOOP2,2a,2.271,-52.0,Pt,,2020-04-01 12:57:05.202,Dn
LOOP2,2a,2.317,-66.3,Pt,,2020-04-01 12:57:06.242,Dn
LOOP2,2a,2.346,-62.8,Pt,,2020-04-01 12:57:07.269,Dn
LOOP2,2a,2.439,-28.7,Pt,,2020-04-01 12:57:53.104,Dn
LOOP2,2a,2.47,-283.5,Pt,,2020-04-01 12:57:56.238,Dn
LOOP2,2a,2.475,-384.5,Pt,,2020-04-01 12:57:57.269,Dn
LOOP2,2a,2.531,-365.1,Pt,,2020-04-01 12:57:58.312,Dn
LOOP2,2a,2.603,-392.8,Pt,,2020-04-01 12:57:59.353,Dn
LOOP2,2a,2.705,-275.6,Pt,,2020-04-01 12:58:00.408,Dn
LOOP2,2a,2.79,-263.7,Pt,,2020-04-01 12:58:01.448,Dn
LOOP2,2a,2.854,-198.2,Pt,,2020-04-01 12:58:02.478,Dn
LOOP2,2a,2.942,-91.8,Pt,,2020-04-01 12:58:03.518,Dn
LOOP2,2a,3.006,-127.1,Pt,,2020-04-01 12:58:04.562,Dn
LOOP2,2a,3.078,-181.4,Pt,,2020-04-01 12:58:05.605,Dn
LOOP2,2a,3.15,-122.9,Pt,,2020-04-01 12:58:06.645,Dn
LOOP2,2a,3.241,-98.9,Pt,,2020-04-01 12:58:07.684,Dn
LOOP2,2a,3.324,-88.6,Pt,,2020-04-01 12:58:08.726,Dn
LOOP2,2a,3.393,-103.2,Pt,,2020-04-01 12:58:09.789,Dn
LOOP2,2a,3.476,-83.2,Pt,,2020-04-01 12:58:10.812,Dn
LOOP2,2a,3.548,-31.0,Pt,,2020-04-01 12:58:11.851,Dn
LOOP2,2a,3.614,-77.6,Pt,,2020-04-01 12:58:12.893,Dn
LOOP2,2a,3.677,-113.2,Pt,,2020-04-01 12:58:48.314,Dn
LOOP2,2a,3.73,-236.3,Pt,,2020-04-01 12:58:49.356,Dn
LOOP2,2a,3.848,-236.7,Pt,,2020-04-01 12:58:50.409,Dn
LOOP2,2a,3.933,-248.4,Pt,,2020-04-01 12:58:51.451,Dn
LOOP2,2a,3.992,-267.2,Pt,,2020-04-01 12:58:52.481,Dn
LOOP2,2a,4.061,-272.5,Pt,,2020-04-01 12:58:53.523,Dn
LOOP2,2a,4.128,-260.2,Pt,,2020-04-01 12:58:54.564,Dn
LOOP2,2a,4.216,-252.7,Pt,,2020-04-01 12:58:55.609,Dn
LOOP2,2a,4.285,-252.3,Pt,,2020-04-01 12:58:56.649,Dn
LOOP2,2a,4.355,-254.2,Pt,,2020-04-01 12:58:57.690,Dn
LOOP2,2a,4.427,-254.4,Pt,,2020-04-01 12:58:58.732,Dn
LOOP2,2a,4.496,-257.4,Pt,,2020-04-01 12:58:59.794,Dn
LOOP2,2a,4.576,-255.9,Pt,,2020-04-01 12:59:00.840,Dn
LOOP2,2a,4.643,-259.0,Pt,,2020-04-01 12:59:01.858,Dn
LOOP2,2a,4.712,-276.7,Pt,,2020-04-01 12:59:02.900,Dn
LOOP2,2a,4.779,-281.2,Pt,,2020-04-01 12:59:03.942,Dn
LOOP2,2a,4.86,-260.6,Pt,,2020-04-01 12:59:43.526,Dn
LOOP2,2a,4.868,-286.8,Pt,,2020-04-01 12:59:44.569,Dn
LOOP2,2a,4.892,-254.9,Pt,,2020-04-01 12:59:45.614,Dn
LOOP2,2a,4.959,-308.7,Pt,,2020-04-01 12:59:46.650,Dn
LOOP2,2a,5.047,-263.2,Pt,,2020-04-01 12:59:48.732,Dn
LOOP2,2a,5.087,-298.5,Pt,,2020-04-01 12:59:52.897,Dn
LOOP2,2a,5.105,-324.7,Pt,,2020-04-01 12:59:53.938,Dn
LOOP2,2a,5.148,-314.5,Pt,,2020-04-01 12:59:54.998,Dn
LOOP2,2a,5.204,-308.3,Pt,,2020-04-01 12:59:56.021,Dn
LOOP2,2a,5.257,-321.2,Pt,,2020-04-01 13:00:01.243,Dn
LOOP2,2a,5.271,-336.8,Pt,,2020-04-01 13:00:02.267,Dn
LOOP2,2a,5.332,-324.2,Pt,,2020-04-01 13:00:03.309,Dn
LOOP2,2a,5.383,-319.6,Pt,,2020-04-01 13:00:04.350,Dn
LOOP2,2a,5.433,-357.6,Pt,,2020-04-01 13:00:05.410,Dn
LOOP2,2a,5.487,-366.4,Pt,,2020-04-01 13:00:06.444,Dn
LOOP2,2a,5.521,-356.8,Pt,,2020-04-01 13:00:07.474,Dn
LOOP2,2a,5.559,-368.1,Pt,,2020-04-01 13:00:08.515,Dn
LOOP2,2a,5.591,-373.7,Pt,,2020-04-01 13:00:09.558,Dn
LOOP2,2a,5.626,-379.4,Pt,,2020-04-01 13:00:10.615,Dn
LOOP2,2a,5.658,-399.8,Pt,,2020-04-01 13:00:11.639,Dn
LOOP2,2a,5.69,-393.0,Pt,,2020-04-01 13:00:12.680,Dn
LOOP2,2a,5.724,-371.5,Pt,,2020-04-01 13:00:13.722,Dn
LOOP2,2a,5.764,-372.4,Pt,,2020-04-01 13:00:14.763,Dn
LOOP2,2a,5.81,-342.4,Pt,,2020-04-01 13:00:15.814,Dn
LOOP2,2a,5.847,-346.1,Pt,,2020-04-01 13:00:16.849,Dn
LOOP2,2a,5.879,-384.2,Pt,,2020-04-01 13:00:17.887,Dn
LOOP2,2a,5.914,-400.0,Pt,,2020-04-01 13:00:18.929,Dn
LOOP2,2a,5.948,-394.3,Pt,,2020-04-01 13:00:19.970,Dn
LOOP2,2a,6.019,-413.5,Pt,,2020-04-01 13:00:56.431,Dn
LOOP2,2a,6.022,-591.7,Pt,,2020-04-01 13:00:57.452,Dn
LOOP2,2a,6.051,-549.2,Pt,,2020-04-01 13:00:58.494,Dn
LOOP2,2a,6.083,-506.1,Pt,,2020-04-01 13:00:59.535,Dn
LOOP2,2a,6.126,-527.7,Pt,,2020-04-01 13:01:00.576,Dn
LOOP2,2a,6.179,-524.4,Pt,,2020-04-01 13:01:01.622,Dn
LOOP2,2a,6.222,-504.4,Pt,,2020-04-01 13:01:02.658,Dn
LOOP2,2a,6.267,-458.9,Pt,,2020-04-01 13:01:03.699,Dn
LOOP2,2a,6.31,-409.9,Pt,,2020-04-01 13:01:04.742,Dn
LOOP2,2a,6.355,-434.3,Pt,,2020-04-01 13:01:05.801,Dn
LOOP2,2a,6.411,-433.5,Pt,,2020-04-01 13:01:06.825,Dn
LOOP2,2a,6.454,-458.1,Pt,,2020-04-01 13:01:07.864,Dn
LOOP2,2a,6.502,-478.8,Pt,,2020-04-01 13:01:08.907,Dn
LOOP2,2a,6.544,-484.4,Pt,,2020-04-01 13:01:09.948,Dn
LOOP2,2a,6.59,-497.7,Pt,,2020-04-01 13:01:11.009,Dn
LOOP2,2a,6.643,-504.9,Pt,,2020-04-01 13:01:12.031,Dn
LOOP2,2a,6.694,-488.7,Pt,,2020-04-01 13:01:13.072,Dn
LOOP2,2a,6.742,-427.7,Pt,,2020-04-01 13:01:14.113,Dn
LOOP2,2a,6.793,-413.7,Pt,,2020-04-01 13:01:15.155,Dn
LOOP2,2a,6.843,-439.8,Pt,,2020-04-01 13:01:16.212,Dn
LOOP2,2a,6.883,-437.2,Pt,,2020-04-01 13:01:17.238,Dn
LOOP2,2a,6.926,-434.6,Pt,,2020-04-01 13:01:18.280,Dn
LOOP2,2a,6.974,-409.0,Pt,,2020-04-01 13:01:19.321,Dn
LOOP2,2a,7.022,-383.5,Pt,,2020-04-01 13:01:20.362,Dn
LOOP2,2a,7.081,-367.6,Pt,,2020-04-01 13:01:21.415,Dn
LOOP2,2a,7.134,-423.8,Pt,,2020-04-01 13:01:22.445,Dn
LOOP2,2a,7.187,-438.4,Pt,,2020-04-01 13:01:23.486,Dn
LOOP2,2a,7.235,-443.1,Pt,,2020-04-01 13:01:24.527,Dn
LOOP2,2a,7.354,-434.9,Pt,,2020-04-01 13:02:03.058,Dn
LOOP2,2a,7.373,-458.5,Pt,,2020-04-01 13:02:04.100,Dn
LOOP2,2a,7.418,-503.9,Pt,,2020-04-01 13:02:05.141,Dn
LOOP2,2a,7.461,-531.7,Pt,,2020-04-01 13:02:06.181,Dn
LOOP2,2a,7.506,-530.4,Pt,,2020-04-01 13:02:07.225,Dn
LOOP2,2a,7.541,-561.9,Pt,,2020-04-01 13:02:08.265,Dn
LOOP2,2a,7.583,-574.6,Pt,,2020-04-01 13:02:09.306,Dn
LOOP2,2a,7.623,-514.1,Pt,,2020-04-01 13:02:10.348,Dn
LOOP2,2a,7.65,-490.9,Pt,,2020-04-01 13:02:11.408,Dn
LOOP2,2a,7.671,-495.7,Pt,,2020-04-01 13:02:12.430,Dn
LOOP2,2a,7.706,-484.4,Pt,,2020-04-01 13:02:14.513,Dn
LOOP2,2a,7.722,-503.8,Pt,,2020-04-01 13:02:15.553,Dn
LOOP2,2a,7.735,-505.2,Pt,,2020-04-01 13:02:16.614,Dn
LOOP2,2a,7.757,-512.4,Pt,,2020-04-01 13:02:17.662,Dn
LOOP2,2a,7.77,-506.9,Pt,,2020-04-01 13:02:18.677,Dn
LOOP2,2a,7.786,-506.8,Pt,,2020-04-01 13:02:19.719,Dn
LOOP2,2a,7.799,-493.2,Pt,,2020-04-01 13:02:20.761,Dn
LOOP2,2a,7.818,-507.8,Pt,,2020-04-01 13:02:21.818,Dn
LOOP2,2a,7.834,-507.5,Pt,,2020-04-01 13:02:22.860,Dn
LOOP2,2a,7.85,-512.6,Pt,,2020-04-01 13:02:23.884,Dn
LOOP2,2a,7.863,-513.5,Pt,,2020-04-01 13:02:24.925,Dn
LOOP2,2a,7.879,-514.2,Pt,,2020-04-01 13:02:25.967,Dn
LOOP2,2a,7.898,-493.7,Pt,,2020-04-01 13:02:27.045,Dn
LOOP2,2a,7.93,-480.0,Pt,,2020-04-01 13:02:29.090,Dn
LOOP2,2a,7.949,-515.0,Pt,,2020-04-01 13:02:30.132,Dn
LOOP2,2a,7.984,-482.1,Pt,,2020-04-01 13:02:32.231,Dn
LOOP2,2b,0.053,169.4,Pt,,2020-04-01 13:16:58.463,Dn
LOOP2,2b,0.053,169.4,Pt,,2020-04-01 13:16:58.463,Dn
LOOP2,2b,0.091,205.2,Pt,,2020-04-01 13:16:59.502,Dn
LOOP2,2b,0.125,208.7,Pt,,2020-04-01 13:17:00.542,Dn
LOOP2,2b,0.155,231.9,Pt,,2020-04-01 13:17:01.584,Dn
LOOP2,2b,0.181,236.8,Pt,,2020-04-01 13:17:02.625,Dn
LOOP2,2b,0.219,205.5,Pt,,2020-04-01 13:17:03.682,Dn
LOOP2,2b,0.253,201.9,Pt,,2020-04-01 13:17:04.707,Dn
LOOP2,2b,0.28,208.8,Pt,,2020-04-01 13:17:05.748,Dn
LOOP2,2b,0.309,244.8,Pt,,2020-04-01 13:17:06.788,Dn
LOOP2,2b,0.336,236.5,Pt,,2020-04-01 13:17:07.830,Dn
LOOP2,2b,0.371,188.1,Pt,,2020-04-01 13:17:08.872,Dn
LOOP2,2b,0.453,197.0,Pt,,2020-04-01 13:17:10.953,Dn
LOOP2,2b,0.464,194.3,Pt,,2020-04-01 13:17:11.994,Dn
LOOP2,2b,0.485,203.1,Pt,,2020-04-01 13:17:13.055,Dn
LOOP2,2b,0.549,155.5,Pt,,2020-04-01 13:17:15.117,Dn
LOOP2,2b,0.581,104.1,Pt,,2020-04-01 13:17:17.199,Dn
LOOP2,2b,0.629,-49.0,Pt,,2020-04-01 13:17:18.260,Dn
LOOP2,2b,0.661,107.6,Pt,,2020-04-01 13:17:19.297,Dn
LOOP2,2b,0.699,120.2,Pt,,2020-04-01 13:17:20.322,Dn
LOOP2,2b,0.739,117.1,Pt,,2020-04-01 13:17:21.363,Dn
LOOP2,2b,0.782,148.6,Pt,,2020-04-01 13:17:22.404,Dn
LOOP2,2b,0.822,163.9,Pt,,2020-04-01 13:17:23.464,Dn
LOOP2,2b,0.854,175.3,Pt,,2020-04-01 13:17:24.487,Dn
LOOP2,2b,0.902,255.8,Pt,,2020-04-01 13:17:25.527,Dn
LOOP2,2b,0.95,200.2,Pt,,2020-04-01 13:17:26.568,Dn
LOOP2,2b,0.966,200.0,Pt,,2020-04-01 13:17:27.609,Dn
LOOP2,2b,1.048,182.2,Pt,,2020-04-01 13:17:28.668,Dn
LOOP2,2b,1.072,242.1,Pt,,2020-04-01 13:17:29.709,Dn
LOOP2,2b,1.127,260.7,Pt,,2020-04-01 13:19:14.869,Dn
LOOP2,2b,1.148,72.1,Pt,,2020-04-01 13:19:16.941,Dn
LOOP2,2b,1.151,81.7,Pt,,2020-04-01 13:19:17.982,Dn
LOOP2,2b,1.207,88.2,Pt,,2020-04-01 13:19:21.107,Dn
LOOP2,2b,1.274,86.6,Pt,,2020-04-01 13:19:22.147,Dn
LOOP2,2b,1.346,136.4,Pt,,2020-04-01 13:19:23.191,Dn
LOOP2,2b,1.41,158.8,Pt,,2020-04-01 13:19:24.233,Dn
LOOP2,2b,1.484,156.8,Pt,,2020-04-01 13:19:25.275,Dn
LOOP2,2b,1.548,156.5,Pt,,2020-04-01 13:19:26.314,Dn
LOOP2,2b,1.639,171.9,Pt,,2020-04-01 13:19:27.357,Dn
LOOP2,2b,1.719,174.9,Pt,,2020-04-01 13:19:28.398,Dn
LOOP2,2b,1.799,187.4,Pt,,2020-04-01 13:19:29.460,Dn
LOOP2,2b,1.89,174.9,Pt,,2020-04-01 13:19:30.481,Dn
LOOP2,2b,1.965,191.4,Pt,,2020-04-01 13:19:31.522,Dn
LOOP2,2b,2.047,210.3,Pt,,2020-04-01 13:19:32.564,Dn
LOOP2,2b,2.154,188.4,Pt,,2020-04-01 13:19:33.605,Dn
LOOP2,2b,2.231,200.2,Pt,,2020-04-01 13:19:34.668,Dn
LOOP2,2b,2.402,223.1,Pt,,2020-04-01 13:20:14.211,Dn
LOOP2,2b,2.427,77.0,Pt,,2020-04-01 13:20:15.270,Dn
LOOP2,2b,2.494,51.0,Pt,,2020-04-01 13:20:16.315,Dn
LOOP2,2b,2.601,17.8,Pt,,2020-04-01 13:20:17.335,Dn
LOOP2,2b,2.702,138.1,Pt,,2020-04-01 13:20:18.378,Dn
LOOP2,2b,2.795,73.6,Pt,,2020-04-01 13:20:19.417,Dn
LOOP2,2b,2.894,58.0,Pt,,2020-04-01 13:20:20.470,Dn
LOOP2,2b,2.963,60.6,Pt,,2020-04-01 13:20:21.499,Dn
LOOP2,2b,3.033,65.3,Pt,,2020-04-01 13:20:22.541,Dn
LOOP2,2b,3.1,106.3,Pt,,2020-04-01 13:20:23.585,Dn
LOOP2,2b,3.169,32.8,Pt,,2020-04-01 13:20:24.624,Dn
LOOP2,2b,3.249,96.1,Pt,,2020-04-01 13:20:25.671,Dn
LOOP2,2b,3.31,58.2,Pt,,2020-04-01 13:20:26.708,Dn
LOOP2,2b,3.374,42.4,Pt,,2020-04-01 13:20:27.749,Dn
LOOP2,2b,3.438,20.8,Pt,,2020-04-01 13:20:28.791,Dn
LOOP2,2b,3.505,0.9,Pt,,2020-04-01 13:20:29.830,Dn
LOOP2,2b,3.582,-29.5,Pt,,2020-04-01 13:20:30.894,Dn
LOOP2,2b,3.681,-42.7,Pt,,2020-04-01 13:21:16.705,Dn
LOOP2,2b,3.709,-169.4,Pt,,2020-04-01 13:21:17.744,Dn
LOOP2,2b,3.768,-327.4,Pt,,2020-04-01 13:21:18.785,Dn
LOOP2,2b,3.826,-310.7,Pt,,2020-04-01 13:21:19.828,Dn
LOOP2,2b,3.898,-292.4,Pt,,2020-04-01 13:21:20.877,Dn
LOOP2,2b,3.965,-276.8,Pt,,2020-04-01 13:21:21.916,Dn
LOOP2,2b,4.032,-251.3,Pt,,2020-04-01 13:21:22.951,Dn
LOOP2,2b,4.096,-257.3,Pt,,2020-04-01 13:21:23.993,Dn
LOOP2,2b,4.157,-249.2,Pt,,2020-04-01 13:21:25.034,Dn
LOOP2,2b,4.224,-256.9,Pt,,2020-04-01 13:21:26.077,Dn
LOOP2,2b,4.28,-269.5,Pt,,2020-04-01 13:21:27.117,Dn
LOOP2,2b,4.336,-264.1,Pt,,2020-04-01 13:21:28.158,Dn
LOOP2,2b,4.389,-264.5,Pt,,2020-04-01 13:21:29.199,Dn
LOOP2,2b,4.445,-241.3,Pt,,2020-04-01 13:21:30.260,Dn
LOOP2,2b,4.509,-239.5,Pt,,2020-04-01 13:21:31.307,Dn
LOOP2,2b,4.56,-214.7,Pt,,2020-04-01 13:21:32.323,Dn
LOOP2,2b,4.608,-198.3,Pt,,2020-04-01 13:21:33.366,Dn
LOOP2,2b,4.656,-197.1,Pt,,2020-04-01 13:21:34.407,Dn
LOOP2,2b,4.691,-186.4,Pt,,2020-04-01 13:21:35.468,Dn
LOOP2,2b,4.712,-218.3,Pt,,2020-04-01 13:21:36.491,Dn
LOOP2,2b,4.76,-273.5,Pt,,2020-04-01 13:21:37.531,Dn
LOOP2,2b,4.8,-268.0,Pt,,2020-04-01 13:21:38.573,Dn
LOOP2,2b,4.843,-265.4,Pt,,2020-04-01 13:22:15.021,Dn
LOOP2,2b,4.857,-311.7,Pt,,2020-04-01 13:22:16.076,Dn
LOOP2,2b,4.871,-306.7,Pt,,2020-04-01 13:22:17.103,Dn
LOOP2,2b,4.935,-356.0,Pt,,2020-04-01 13:22:18.144,Dn
LOOP2,2b,4.98,-330.3,Pt,,2020-04-01 13:22:19.186,Dn
LOOP2,2b,5.015,-308.1,Pt,,2020-04-01 13:22:20.227,Dn
LOOP2,2b,5.076,-310.5,Pt,,2020-04-01 13:22:25.434,Dn
LOOP2,2b,5.143,-354.7,Pt,,2020-04-01 13:22:26.479,Dn
LOOP2,2b,5.183,-336.8,Pt,,2020-04-01 13:22:27.517,Dn
LOOP2,2b,5.215,-317.6,Pt,,2020-04-01 13:22:28.558,Dn
LOOP2,2b,5.244,-353.4,Pt,,2020-04-01 13:22:29.599,Dn
LOOP2,2b,5.265,-371.1,Pt,,2020-04-01 13:22:30.641,Dn
LOOP2,2b,5.303,-368.7,Pt,,2020-04-01 13:22:31.698,Dn
LOOP2,2b,5.34,-379.7,Pt,,2020-04-01 13:22:32.723,Dn
LOOP2,2b,5.377,-375.2,Pt,,2020-04-01 13:22:33.764,Dn
LOOP2,2b,5.417,-399.1,Pt,,2020-04-01 13:22:34.807,Dn
LOOP2,2b,5.447,-415.8,Pt,,2020-04-01 13:22:35.868,Dn
LOOP2,2b,5.476,-410.0,Pt,,2020-04-01 13:22:36.893,Dn
LOOP2,2b,5.5,-411.5,Pt,,2020-04-01 13:22:37.931,Dn
LOOP2,2b,5.527,-438.2,Pt,,2020-04-01 13:22:38.972,Dn
LOOP2,2b,5.551,-413.6,Pt,,2020-04-01 13:22:40.014,Dn
LOOP2,2b,5.578,-429.4,Pt,,2020-04-01 13:22:41.075,Dn
LOOP2,2b,5.602,-469.9,Pt,,2020-04-01 13:22:42.103,Dn
LOOP2,2b,5.623,-463.9,Pt,,2020-04-01 13:22:43.138,Dn
LOOP2,2b,5.634,-467.9,Pt,,2020-04-01 13:22:44.180,Dn
LOOP2,2b,5.655,-479.0,Pt,,2020-04-01 13:22:45.222,Dn
LOOP2,2b,5.706,-475.4,Pt,,2020-04-01 13:22:46.277,Dn
LOOP2,2b,5.767,-442.6,Pt,,2020-04-01 13:22:47.320,Dn
LOOP2,2b,5.799,-391.3,Pt,,2020-04-01 13:22:48.346,Dn
LOOP2,2b,5.842,-390.0,Pt,,2020-04-01 13:22:49.388,Dn
LOOP2,2b,5.895,-408.1,Pt,,2020-04-01 13:22:50.428,Dn
LOOP2,2b,5.951,-465.0,Pt,,2020-04-01 13:22:51.479,Dn
LOOP2,2b,5.972,-470.8,Pt,,2020-04-01 13:22:52.513,Dn
LOOP2,2b,5.999,-466.2,Pt,,2020-04-01 13:22:53.553,Dn
LOOP2,2b,6.026,-470.8,Pt,,2020-04-01 13:22:54.594,Dn
LOOP2,2b,6.075,-453.7,Pt,,2020-04-01 13:23:26.878,Dn
LOOP2,2b,6.08,-493.4,Pt,,2020-04-01 13:23:27.918,Dn
LOOP2,2b,6.099,-516.2,Pt,,2020-04-01 13:23:28.960,Dn
LOOP2,2b,6.12,-526.8,Pt,,2020-04-01 13:23:30.001,Dn
LOOP2,2b,6.139,-535.7,Pt,,2020-04-01 13:23:31.042,Dn
LOOP2,2b,6.176,-536.1,Pt,,2020-04-01 13:23:32.094,Dn
LOOP2,2b,6.214,-455.4,Pt,,2020-04-01 13:23:33.126,Dn
LOOP2,2b,6.262,-441.0,Pt,,2020-04-01 13:23:34.166,Dn
LOOP2,2b,6.312,-461.8,Pt,,2020-04-01 13:23:35.208,Dn
LOOP2,2b,6.358,-490.9,Pt,,2020-04-01 13:23:36.269,Dn
