LOOPNr,ID,Depth,Redox_mV,Electrode_Label,Grounding,DateTime,UpDn
DEMO,6a,0.0,338.2,Pt2,,2021-10-14 10:36:13.923,Dn
DEMO,6a,0.0,338.2,Pt2,,2021-10-14 10:36:13.923,Dn
DEMO,6a,0.0,427.8,Pt1,,2021-10-14 10:36:14.739,Dn
DEMO,6a,0.0,427.8,Pt1,,2021-10-14 10:36:14.739,Dn
DEMO,6a,0.0,424.2,Pt1,,2021-10-14 10:36:17.987,Dn
DEMO,6a,0.0,337.2,Pt2,,2021-10-14 10:36:18.803,Dn
DEMO,6a,0.004,441.1,Pt1,,2021-10-14 10:36:19.618,Dn
DEMO,6a,0.046,584.0,Pt2,,2021-10-14 10:36:20.435,Dn
DEMO,6a,0.063,365.7,Pt1,,2021-10-14 10:36:21.260,Dn
DEMO,6a,0.096,605.5,Pt2,,2021-10-14 10:36:22.050,Dn
DEMO,6a,0.147,426.0,Pt1,,2021-10-14 10:36:22.907,Dn
DEMO,6a,0.189,561.8,Pt2,,2021-10-14 10:36:23.682,Dn
DEMO,6a,0.239,557.0,Pt1,,2021-10-14 10:36:24.499,Dn
DEMO,6a,0.281,355.0,Pt2,,2021-10-14 10:36:25.314,Dn
DEMO,6a,0.332,540.4,Pt1,,2021-10-14 10:36:26.131,Dn
DEMO,6a,0.382,324.2,Pt2,,2021-10-14 10:36:26.971,Dn
DEMO,6a,0.424,510.8,Pt1,,2021-10-14 10:36:27.763,Dn
DEMO,6a,0.458,331.1,Pt2,,2021-10-14 10:36:28.562,Dn
DEMO,6a,0.508,485.4,Pt1,,2021-10-14 10:36:29.378,Dn
DEMO,6a,0.55,319.7,Pt2,,2021-10-14 10:36:30.195,Dn
DEMO,6a,0.592,465.8,Pt1,,2021-10-14 10:36:31.010,Dn
DEMO,6a,0.6,330.4,Pt2,,2021-10-14 10:36:31.827,Dn
DEMO,6a,0.602,467.2,Pt1,,2021-10-14 10:36:32.642,Dn
DEMO,6a,0.603,343.7,Pt2,,2021-10-14 10:36:33.458,Dn
DEMO,6a,0.633,455.8,Pt1,,2021-10-14 10:36:34.274,Dn
DEMO,6a,0.667,302.6,Pt2,,2021-10-14 10:36:35.090,Dn
DEMO,6a,0.667,396.7,Pt1,,2021-10-14 10:37:23.123,Dn
DEMO,6a,0.667,307.2,Pt2,,2021-10-14 10:37:23.923,Dn
DEMO,6a,0.674,438.8,Pt1,,2021-10-14 10:37:24.738,Dn
DEMO,6a,0.687,373.3,Pt2,,2021-10-14 10:37:25.554,Dn
DEMO,6a,0.711,436.5,Pt1,,2021-10-14 10:37:26.355,Dn
DEMO,6a,0.736,311.0,Pt2,,2021-10-14 10:37:27.170,Dn
DEMO,6a,0.77,417.3,Pt1,,2021-10-14 10:37:27.985,Dn
DEMO,6a,0.794,291.5,Pt2,,2021-10-14 10:37:28.802,Dn
DEMO,6a,0.81,398.8,Pt1,,2021-10-14 10:37:29.619,Dn
DEMO,6a,0.836,295.3,Pt2,,2021-10-14 10:37:30.434,Dn
DEMO,6a,0.861,382.3,Pt1,,2021-10-14 10:37:31.250,Dn
DEMO,6a,0.877,279.2,Pt2,,2021-10-14 10:37:32.066,Dn
DEMO,6a,0.911,345.7,Pt1,,2021-10-14 10:37:32.883,Dn
DEMO,6a,0.959,206.8,Pt2,,2021-10-14 10:37:33.697,Dn
DEMO,6a,1.001,309.3,Pt1,,2021-10-14 10:37:34.504,Dn
DEMO,6a,1.042,230.1,Pt2,,2021-10-14 10:37:35.319,Dn
DEMO,6a,1.067,275.6,Pt1,,2021-10-14 10:37:36.131,Dn
DEMO,6a,1.101,159.1,Pt2,,2021-10-14 10:37:36.947,Dn
DEMO,6a,1.144,251.3,Pt1,,2021-10-14 10:37:37.762,Dn
DEMO,6a,1.178,113.8,Pt2,,2021-10-14 10:37:38.578,Dn
DEMO,6a,1.21,210.0,Pt1,,2021-10-14 10:37:39.394,Dn
DEMO,6a,1.244,124.2,Pt2,,2021-10-14 10:37:40.211,Dn
DEMO,6a,1.278,203.6,Pt1,,2021-10-14 10:37:41.027,Dn
DEMO,6a,1.296,170.5,Pt2,,2021-10-14 10:37:41.842,Dn
DEMO,6a,1.334,195.4,Pt1,,2021-10-14 10:37:42.659,Dn
DEMO,6a,1.359,118.5,Pt2,,2021-10-14 10:37:43.474,Dn
DEMO,6a,1.392,55.1,Pt1,,2021-10-14 10:37:44.277,Dn
DEMO,6a,1.417,155.8,Pt2,,2021-10-14 10:37:45.090,Dn
DEMO,6a,1.442,78.0,Pt1,,2021-10-14 10:37:45.907,Dn
DEMO,6a,1.467,186.1,Pt2,,2021-10-14 10:37:46.723,Dn
DEMO,6a,1.493,86.1,Pt1,,2021-10-14 10:37:47.539,Dn
DEMO,6a,1.518,193.6,Pt2,,2021-10-14 10:37:48.355,Dn
DEMO,6a,1.552,77.8,Pt1,,2021-10-14 10:37:49.187,Dn
DEMO,6a,1.569,192.2,Pt2,,2021-10-14 10:37:49.970,Dn
DEMO,6a,1.602,90.3,Pt1,,2021-10-14 10:37:50.786,Dn
DEMO,6a,1.628,175.3,Pt2,,2021-10-14 10:37:51.601,Dn
DEMO,6a,1.652,98.5,Pt1,,2021-10-14 10:37:52.419,Dn
DEMO,6a,1.677,186.0,Pt2,,2021-10-14 10:37:53.235,Dn
DEMO,6a,1.71,96.2,Pt1,,2021-10-14 10:37:54.034,Dn
DEMO,6a,1.735,188.3,Pt2,,2021-10-14 10:37:54.851,Dn
DEMO,6a,1.768,101.8,Pt1,,2021-10-14 10:37:55.683,Dn
DEMO,6a,1.794,183.2,Pt2,,2021-10-14 10:37:56.484,Dn
DEMO,6a,1.818,89.8,Pt1,,2021-10-14 10:37:57.299,Dn
DEMO,6a,1.838,173.3,Pt2,,2021-10-14 10:37:58.113,Dn
DEMO,6a,1.874,48.7,Pt1,,2021-10-14 10:37:58.931,Dn
DEMO,6a,1.898,193.2,Pt2,,2021-10-14 10:37:59.747,Dn
DEMO,6a,1.914,159.1,Pt2,,2021-10-14 10:38:45.220,Dn
DEMO,6a,1.914,84.0,Pt1,,2021-10-14 10:38:46.002,Dn
DEMO,6a,1.927,191.5,Pt2,,2021-10-14 10:38:46.818,Dn
DEMO,6a,1.952,30.5,Pt1,,2021-10-14 10:38:47.634,Dn
DEMO,6a,1.977,143.4,Pt2,,2021-10-14 10:38:48.451,Dn
DEMO,6a,2.01,4.0,Pt1,,2021-10-14 10:38:49.246,Dn
DEMO,6a,2.035,154.5,Pt2,,2021-10-14 10:38:50.067,Dn
DEMO,6a,2.068,40.2,Pt1,,2021-10-14 10:38:50.882,Dn
DEMO,6a,2.093,193.7,Pt2,,2021-10-14 10:38:51.699,Dn
DEMO,6a,2.126,48.6,Pt1,,2021-10-14 10:38:52.515,Dn
DEMO,6a,2.159,208.4,Pt2,,2021-10-14 10:38:53.330,Dn
DEMO,6a,2.193,70.4,Pt1,,2021-10-14 10:38:54.125,Dn
DEMO,6a,2.22,206.2,Pt2,,2021-10-14 10:38:54.946,Dn
DEMO,6a,2.236,84.1,Pt1,,2021-10-14 10:38:55.763,Dn
DEMO,6a,2.244,195.5,Pt2,,2021-10-14 10:39:01.458,Dn
DEMO,6a,2.244,67.5,Pt1,,2021-10-14 10:39:02.274,Dn
DEMO,6a,2.249,216.0,Pt2,,2021-10-14 10:39:03.091,Dn
DEMO,6a,2.257,85.8,Pt1,,2021-10-14 10:39:03.906,Dn
DEMO,6a,2.265,193.1,Pt2,,2021-10-14 10:39:04.722,Dn
DEMO,6a,2.29,44.5,Pt1,,2021-10-14 10:39:05.555,Dn
DEMO,6a,2.316,50.3,Pt1,,2021-10-14 10:39:07.155,Dn
DEMO,6a,2.316,192.4,Pt2,,2021-10-14 10:39:07.971,Dn
DEMO,6a,2.351,36.7,Pt1,,2021-10-14 10:39:08.787,Dn
DEMO,6a,2.385,185.1,Pt2,,2021-10-14 10:39:09.602,Dn
DEMO,6a,2.386,42.6,Pt1,,2021-10-14 10:39:15.283,Dn
DEMO,6a,2.386,191.3,Pt2,,2021-10-14 10:39:16.099,Dn
DEMO,6a,2.393,40.1,Pt1,,2021-10-14 10:39:16.918,Dn
DEMO,6a,2.41,188.4,Pt2,,2021-10-14 10:39:17.718,Dn
DEMO,6a,2.428,39.6,Pt1,,2021-10-14 10:39:18.546,Dn
DEMO,6a,2.445,191.5,Pt2,,2021-10-14 10:39:19.363,Dn
DEMO,6a,2.454,32.6,Pt1,,2021-10-14 10:39:20.163,Dn
DEMO,6a,2.472,189.2,Pt2,,2021-10-14 10:39:20.979,Dn
DEMO,6a,2.489,19.9,Pt1,,2021-10-14 10:39:21.795,Dn
DEMO,6a,2.505,164.3,Pt2,,2021-10-14 10:39:22.610,Dn
DEMO,6a,2.531,13.2,Pt1,,2021-10-14 10:39:23.427,Dn
DEMO,6a,2.556,140.5,Pt2,,2021-10-14 10:39:24.257,Dn
DEMO,6a,2.574,31.9,Pt1,,2021-10-14 10:39:25.027,Dn
DEMO,6a,2.6,133.7,Pt2,,2021-10-14 10:39:25.859,Dn
DEMO,6a,2.625,76.1,Pt1,,2021-10-14 10:39:26.675,Dn
DEMO,6a,2.649,102.3,Pt2,,2021-10-14 10:39:27.490,Dn
DEMO,6a,2.666,67.2,Pt1,,2021-10-14 10:39:28.306,Dn
DEMO,6a,2.692,88.1,Pt2,,2021-10-14 10:39:29.105,Dn
DEMO,6a,2.71,76.3,Pt1,,2021-10-14 10:39:29.923,Dn
DEMO,6a,2.727,55.5,Pt2,,2021-10-14 10:39:30.737,Dn
DEMO,6a,2.753,65.0,Pt1,,2021-10-14 10:39:31.557,Dn
DEMO,6a,2.77,38.8,Pt2,,2021-10-14 10:39:32.355,Dn
DEMO,6a,2.794,36.9,Pt1,,2021-10-14 10:39:33.171,Dn
DEMO,6a,2.82,100.4,Pt2,,2021-10-14 10:39:33.986,Dn
DEMO,6a,2.845,112.6,Pt1,,2021-10-14 10:39:34.802,Dn
DEMO,6a,2.866,128.5,Pt2,,2021-10-14 10:39:35.619,Dn
DEMO,6a,2.892,144.6,Pt1,,2021-10-14 10:39:36.433,Dn
DEMO,6a,2.909,178.9,Pt2,,2021-10-14 10:39:37.251,Dn
DEMO,6a,2.935,71.3,Pt1,,2021-10-14 10:39:38.051,Dn
DEMO,6a,2.951,94.1,Pt2,,2021-10-14 10:39:38.867,Dn
DEMO,6a,2.969,131.8,Pt1,,2021-10-14 10:39:39.682,Dn
DEMO,6a,2.995,108.8,Pt2,,2021-10-14 10:39:40.499,Dn
DEMO,6a,3.021,89.9,Pt1,,2021-10-14 10:39:41.327,Dn
DEMO,6a,3.038,162.8,Pt2,,2021-10-14 10:39:42.114,Dn
DEMO,6a,3.047,178.6,Pt2,,2021-10-14 10:40:22.819,Dn
DEMO,6a,3.047,205.6,Pt1,,2021-10-14 10:40:23.635,Dn
DEMO,6a,3.051,231.3,Pt2,,2021-10-14 10:40:24.419,Dn
DEMO,6a,3.055,227.1,Pt1,,2021-10-14 10:40:25.250,Dn
DEMO,6a,3.055,226.4,Pt2,,2021-10-14 10:40:26.066,Dn
DEMO,6a,3.076,111.5,Pt1,,2021-10-14 10:40:26.882,Dn
DEMO,6a,3.093,154.9,Pt2,,2021-10-14 10:40:27.698,Dn
DEMO,6a,3.118,49.1,Pt1,,2021-10-14 10:40:28.532,Dn
DEMO,6a,3.136,131.4,Pt2,,2021-10-14 10:40:29.330,Dn
DEMO,6a,3.161,66.3,Pt1,,2021-10-14 10:40:30.130,Dn
DEMO,6a,3.178,106.4,Pt2,,2021-10-14 10:40:30.946,Dn
DEMO,6a,3.203,50.9,Pt1,,2021-10-14 10:40:31.761,Dn
DEMO,6a,3.217,116.8,Pt2,,2021-10-14 10:40:32.577,Dn
DEMO,6a,3.251,70.5,Pt1,,2021-10-14 10:40:33.426,Dn
DEMO,6a,3.267,69.4,Pt2,,2021-10-14 10:40:34.210,Dn
DEMO,6a,3.284,87.5,Pt1,,2021-10-14 10:40:35.010,Dn
DEMO,6a,3.301,11.1,Pt2,,2021-10-14 10:40:35.826,Dn
DEMO,6a,3.318,102.3,Pt1,,2021-10-14 10:40:36.642,Dn
DEMO,6a,3.342,43.0,Pt2,,2021-10-14 10:40:37.458,Dn
DEMO,6a,3.359,81.3,Pt1,,2021-10-14 10:40:38.274,Dn
DEMO,6a,3.376,0.6,Pt2,,2021-10-14 10:40:39.074,Dn
DEMO,6a,3.393,113.8,Pt1,,2021-10-14 10:40:39.906,Dn
DEMO,6a,3.416,-34.6,Pt2,,2021-10-14 10:40:40.706,Dn
DEMO,6a,3.433,61.8,Pt1,,2021-10-14 10:40:41.522,Dn
DEMO,6a,3.45,-57.0,Pt2,,2021-10-14 10:40:42.338,Dn
DEMO,6a,3.467,121.8,Pt1,,2021-10-14 10:40:43.154,Dn
DEMO,6a,3.484,-54.3,Pt2,,2021-10-14 10:40:43.954,Dn
DEMO,6a,3.5,95.5,Pt1,,2021-10-14 10:40:44.770,Dn
DEMO,6a,3.525,-66.4,Pt2,,2021-10-14 10:40:45.587,Dn
DEMO,6a,3.542,96.8,Pt1,,2021-10-14 10:40:46.403,Dn
DEMO,6a,3.558,-89.1,Pt2,,2021-10-14 10:40:47.202,Dn
DEMO,6a,3.585,40.1,Pt1,,2021-10-14 10:40:48.013,Dn
DEMO,6a,3.594,-90.0,Pt2,,2021-10-14 10:40:48.834,Dn
DEMO,6a,3.619,18.1,Pt1,,2021-10-14 10:40:49.635,Dn
DEMO,6a,3.636,-61.8,Pt2,,2021-10-14 10:40:50.451,Dn
DEMO,6a,3.661,-13.5,Pt1,,2021-10-14 10:40:51.265,Dn
DEMO,6a,3.677,-33.3,Pt2,,2021-10-14 10:40:52.083,Dn
DEMO,6a,3.695,-43.5,Pt1,,2021-10-14 10:40:52.883,Dn
DEMO,6a,3.712,4.9,Pt2,,2021-10-14 10:40:53.699,Dn
DEMO,6a,3.73,-48.8,Pt1,,2021-10-14 10:40:54.515,Dn
DEMO,6a,3.747,-16.4,Pt2,,2021-10-14 10:40:55.331,Dn
DEMO,6a,3.764,-62.4,Pt1,,2021-10-14 10:40:56.130,Dn
DEMO,6a,3.78,5.6,Pt2,,2021-10-14 10:40:56.945,Dn
DEMO,6a,3.796,-13.5,Pt1,,2021-10-14 10:40:57.763,Dn
DEMO,6a,3.813,6.3,Pt2,,2021-10-14 10:40:58.563,Dn
DEMO,6a,3.838,-29.9,Pt1,,2021-10-14 10:40:59.401,Dn
DEMO,6a,3.847,60.5,Pt2,,2021-10-14 10:41:00.195,Dn
DEMO,6a,3.873,-60.1,Pt1,,2021-10-14 10:41:01.011,Dn
DEMO,6a,3.89,42.6,Pt2,,2021-10-14 10:41:01.815,Dn
DEMO,6a,3.907,-24.2,Pt1,,2021-10-14 10:41:02.625,Dn
DEMO,6a,3.924,-12.3,Pt2,,2021-10-14 10:41:03.464,Dn
DEMO,6a,3.941,-66.0,Pt1,,2021-10-14 10:41:04.263,Dn
DEMO,6a,3.953,2.5,Pt2,,2021-10-14 10:41:05.058,Dn
DEMO,6a,3.969,-100.4,Pt1,,2021-10-14 10:41:05.875,Dn
DEMO,6a,3.995,12.1,Pt2,,2021-10-14 10:41:06.728,Dn
DEMO,6a,4.003,-126.4,Pt1,,2021-10-14 10:41:07.507,Dn
DEMO,6a,4.02,45.2,Pt2,,2021-10-14 10:41:08.307,Dn
DEMO,6a,4.037,-55.9,Pt1,,2021-10-14 10:41:09.122,Dn
DEMO,6a,4.053,19.1,Pt2,,2021-10-14 10:41:09.938,Dn
DEMO,6a,4.071,13.2,Pt1,,2021-10-14 10:41:10.754,Dn
DEMO,6a,4.088,-31.7,Pt2,,2021-10-14 10:41:11.554,Dn
DEMO,6a,4.105,-21.7,Pt1,,2021-10-14 10:41:12.370,Dn
DEMO,6a,4.117,29.3,Pt2,,2021-10-14 10:41:13.185,Dn
DEMO,6a,4.143,-59.9,Pt1,,2021-10-14 10:41:13.988,Dn
DEMO,6a,4.16,68.0,Pt2,,2021-10-14 10:41:14.801,Dn
DEMO,6a,4.176,8.5,Pt1,,2021-10-14 10:41:15.619,Dn
DEMO,6a,4.193,17.1,Pt2,,2021-10-14 10:41:16.433,Dn
DEMO,6a,4.21,24.0,Pt1,,2021-10-14 10:41:17.233,Dn
DEMO,6a,4.227,32.7,Pt2,,2021-10-14 10:41:18.049,Dn
DEMO,6a,4.235,-31.9,Pt1,,2021-10-14 10:41:18.867,Dn
DEMO,6a,4.252,38.1,Pt2,,2021-10-14 10:41:19.683,Dn
DEMO,6a,4.269,-12.7,Pt1,,2021-10-14 10:41:20.483,Dn
DEMO,6a,4.284,121.9,Pt2,,2021-10-14 10:41:21.298,Dn
DEMO,6a,4.301,-7.0,Pt1,,2021-10-14 10:41:22.115,Dn
DEMO,6a,4.309,175.8,Pt2,,2021-10-14 10:41:22.930,Dn
DEMO,6a,4.326,16.8,Pt1,,2021-10-14 10:41:23.731,Dn
DEMO,6a,4.334,139.1,Pt2,,2021-10-14 10:41:24.547,Dn
DEMO,6a,4.336,142.8,Pt1,,2021-10-14 10:42:10.833,Dn
DEMO,6a,4.336,47.4,Pt2,,2021-10-14 10:42:11.633,Dn
DEMO,6a,4.339,211.8,Pt1,,2021-10-14 10:42:12.455,Dn
DEMO,6a,4.34,28.8,Pt2,,2021-10-14 10:42:13.265,Dn
DEMO,6a,4.34,200.8,Pt1,,2021-10-14 10:42:14.078,Dn
DEMO,6a,4.348,56.4,Pt2,,2021-10-14 10:42:14.894,Dn
DEMO,6a,4.356,169.4,Pt1,,2021-10-14 10:42:15.711,Dn
DEMO,6a,4.356,80.9,Pt2,,2021-10-14 10:42:16.510,Dn
DEMO,6a,4.364,143.0,Pt1,,2021-10-14 10:42:17.329,Dn
DEMO,6a,4.376,62.6,Pt2,,2021-10-14 10:42:18.130,Dn
DEMO,6a,4.384,127.6,Pt1,,2021-10-14 10:42:18.952,Dn
DEMO,6a,4.392,71.8,Pt2,,2021-10-14 10:42:19.762,Dn
DEMO,6a,4.41,130.4,Pt1,,2021-10-14 10:42:20.595,Dn
DEMO,6a,4.426,49.2,Pt2,,2021-10-14 10:42:21.410,Dn
DEMO,6a,4.442,125.7,Pt1,,2021-10-14 10:42:22.226,Dn
DEMO,6a,4.46,79.5,Pt2,,2021-10-14 10:42:23.027,Dn
DEMO,6a,4.477,148.8,Pt1,,2021-10-14 10:42:23.842,Dn
DEMO,6a,4.494,93.3,Pt2,,2021-10-14 10:42:24.658,Dn
DEMO,6a,4.511,122.4,Pt1,,2021-10-14 10:42:25.465,Dn
DEMO,6a,4.525,124.1,Pt2,,2021-10-14 10:42:26.290,Dn
DEMO,6a,4.542,149.0,Pt1,,2021-10-14 10:42:27.090,Dn
DEMO,6a,4.559,112.1,Pt2,,2021-10-14 10:42:27.906,Dn
DEMO,6a,4.575,140.1,Pt1,,2021-10-14 10:42:28.722,Dn
DEMO,6a,4.584,79.9,Pt2,,2021-10-14 10:42:29.537,Dn
DEMO,6a,4.601,115.6,Pt1,,2021-10-14 10:42:30.353,Dn
DEMO,6a,4.618,41.7,Pt2,,2021-10-14 10:42:31.153,Dn
DEMO,6a,4.634,132.5,Pt1,,2021-10-14 10:42:31.969,Dn
DEMO,6a,4.651,50.7,Pt2,,2021-10-14 10:42:32.786,Dn
DEMO,6a,4.669,113.0,Pt1,,2021-10-14 10:42:33.602,Dn
DEMO,6a,4.684,65.9,Pt2,,2021-10-14 10:42:34.418,Dn
DEMO,6a,4.701,83.6,Pt1,,2021-10-14 10:42:35.235,Dn
DEMO,6a,4.717,63.5,Pt2,,2021-10-14 10:42:36.056,Dn
DEMO,6a,4.734,7.0,Pt1,,2021-10-14 10:42:36.850,Dn
DEMO,6a,4.751,47.7,Pt2,,2021-10-14 10:42:37.665,Dn
DEMO,6a,4.768,-12.6,Pt1,,2021-10-14 10:42:38.483,Dn
DEMO,6a,4.784,62.4,Pt2,,2021-10-14 10:42:39.298,Dn
DEMO,6a,4.811,-53.8,Pt1,,2021-10-14 10:42:40.097,Dn
DEMO,6a,4.827,68.9,Pt2,,2021-10-14 10:42:40.914,Dn
DEMO,6a,4.852,18.5,Pt1,,2021-10-14 10:42:41.745,Dn
DEMO,6a,4.869,58.1,Pt2,,2021-10-14 10:42:42.546,Dn
DEMO,6a,4.885,-29.7,Pt1,,2021-10-14 10:42:43.346,Dn
DEMO,6a,4.903,148.6,Pt2,,2021-10-14 10:42:44.178,Dn
DEMO,6a,4.92,22.5,Pt1,,2021-10-14 10:42:44.979,Dn
DEMO,6a,4.938,129.6,Pt2,,2021-10-14 10:42:45.794,Dn
DEMO,6a,4.962,-3.7,Pt1,,2021-10-14 10:42:46.610,Dn
DEMO,6a,4.979,71.4,Pt2,,2021-10-14 10:42:47.426,Dn
DEMO,6a,5.004,-48.0,Pt1,,2021-10-14 10:42:48.244,Dn
DEMO,6a,5.021,60.1,Pt2,,2021-10-14 10:42:49.042,Dn
DEMO,6a,5.038,-82.7,Pt1,,2021-10-14 10:42:49.857,Dn
DEMO,6a,5.061,5.0,Pt2,,2021-10-14 10:42:50.673,Dn
DEMO,6a,5.077,-103.3,Pt1,,2021-10-14 10:42:51.491,Dn
DEMO,6a,5.095,9.7,Pt2,,2021-10-14 10:42:52.290,Dn
DEMO,6a,5.111,-107.6,Pt1,,2021-10-14 10:42:53.106,Dn
DEMO,6a,5.127,2.6,Pt2,,2021-10-14 10:42:53.922,Dn
DEMO,6a,5.145,-120.1,Pt1,,2021-10-14 10:42:54.737,Dn
DEMO,6a,5.169,-21.2,Pt2,,2021-10-14 10:42:55.569,Dn
DEMO,6a,5.186,-109.9,Pt1,,2021-10-14 10:42:56.367,Dn
DEMO,6a,5.202,-16.4,Pt2,,2021-10-14 10:42:57.186,Dn
DEMO,6a,5.22,-96.6,Pt1,,2021-10-14 10:42:57.969,Dn
DEMO,6a,5.231,-53.8,Pt2,,2021-10-14 10:42:58.785,Dn
DEMO,6a,5.257,-128.1,Pt1,,2021-10-14 10:42:59.618,Dn
DEMO,6a,5.274,-95.3,Pt2,,2021-10-14 10:43:00.419,Dn
DEMO,6a,5.29,-175.2,Pt1,,2021-10-14 10:43:01.234,Dn
DEMO,6a,5.307,-113.6,Pt2,,2021-10-14 10:43:02.034,Dn
DEMO,6a,5.324,-235.9,Pt1,,2021-10-14 10:43:02.849,Dn
DEMO,6a,5.34,-121.5,Pt2,,2021-10-14 10:43:03.665,Dn
DEMO,6a,5.357,-198.0,Pt1,,2021-10-14 10:43:04.481,Dn
DEMO,6a,5.373,-148.9,Pt2,,2021-10-14 10:43:05.283,Dn
DEMO,6a,5.389,-187.5,Pt1,,2021-10-14 10:43:06.098,Dn
DEMO,6a,5.406,-176.9,Pt2,,2021-10-14 10:43:06.913,Dn
DEMO,6a,5.423,-176.3,Pt1,,2021-10-14 10:43:07.729,Dn
DEMO,6a,5.441,-196.5,Pt2,,2021-10-14 10:43:08.539,Dn
DEMO,6a,5.457,-179.9,Pt1,,2021-10-14 10:43:09.343,Dn
DEMO,6a,5.473,-182.4,Pt2,,2021-10-14 10:43:10.161,Dn
DEMO,6a,5.49,-216.3,Pt1,,2021-10-14 10:43:10.962,Dn
DEMO,6a,5.514,-197.9,Pt2,,2021-10-14 10:43:11.777,Dn
DEMO,6a,5.539,-207.3,Pt1,,2021-10-14 10:43:12.593,Dn
DEMO,6a,5.565,-170.8,Pt2,,2021-10-14 10:43:13.434,Dn
DEMO,6a,5.582,-204.1,Pt1,,2021-10-14 10:43:14.226,Dn
DEMO,6a,5.587,-211.3,Pt2,,2021-10-14 10:43:58.914,Dn
DEMO,6a,5.587,-288.0,Pt1,,2021-10-14 10:43:59.713,Dn
DEMO,6a,5.587,-288.4,Pt2,,2021-10-14 10:44:00.530,Dn
DEMO,6a,5.589,-380.1,Pt1,,2021-10-14 10:44:01.346,Dn
DEMO,6a,5.595,-275.9,Pt2,,2021-10-14 10:44:02.162,Dn
DEMO,6a,5.612,-276.7,Pt1,,2021-10-14 10:44:02.962,Dn
DEMO,6a,5.631,-233.2,Pt2,,2021-10-14 10:44:03.777,Dn
DEMO,6a,5.657,-239.5,Pt1,,2021-10-14 10:44:04.594,Dn
DEMO,6a,5.673,-214.3,Pt2,,2021-10-14 10:44:05.410,Dn
DEMO,6a,5.699,-246.9,Pt1,,2021-10-14 10:44:06.210,Dn
DEMO,6a,5.716,-228.0,Pt2,,2021-10-14 10:44:07.026,Dn
DEMO,6a,5.741,-273.2,Pt1,,2021-10-14 10:44:07.841,Dn
DEMO,6a,5.758,-229.1,Pt2,,2021-10-14 10:44:08.659,Dn
DEMO,6a,5.774,-308.6,Pt1,,2021-10-14 10:44:09.458,Dn
DEMO,6a,5.782,-226.4,Pt2,,2021-10-14 10:44:10.273,Dn
DEMO,6a,5.79,-328.5,Pt1,,2021-10-14 10:44:11.089,Dn
DEMO,6a,5.81,-271.1,Pt2,,2021-10-14 10:44:11.905,Dn
DEMO,6a,5.835,-335.7,Pt1,,2021-10-14 10:44:12.721,Dn
DEMO,6a,5.852,-228.0,Pt2,,2021-10-14 10:44:13.522,Dn
DEMO,6a,5.877,-335.8,Pt1,,2021-10-14 10:44:14.337,Dn
DEMO,6a,5.894,-231.5,Pt2,,2021-10-14 10:44:15.154,Dn
DEMO,6a,5.902,-318.4,Pt1,,2021-10-14 10:44:15.969,Dn
DEMO,6a,5.91,-256.4,Pt2,,2021-10-14 10:44:16.785,Dn
DEMO,6a,5.935,-315.1,Pt1,,2021-10-14 10:44:17.602,Dn
DEMO,6a,5.952,-278.0,Pt2,,2021-10-14 10:44:18.402,Dn
DEMO,6a,5.978,-292.8,Pt1,,2021-10-14 10:44:19.217,Dn
DEMO,6a,5.988,-279.9,Pt2,,2021-10-14 10:44:20.033,Dn
DEMO,6a,5.996,-289.3,Pt1,,2021-10-14 10:44:20.850,Dn
DEMO,6a,6.013,-280.8,Pt2,,2021-10-14 10:44:21.666,Dn
DEMO,6a,6.022,-273.1,Pt1,,2021-10-14 10:44:22.466,Dn
DEMO,6a,6.038,-264.5,Pt2,,2021-10-14 10:44:23.281,Dn
DEMO,6a,6.046,-238.2,Pt1,,2021-10-14 10:44:24.082,Dn
DEMO,6a,6.062,-246.0,Pt2,,2021-10-14 10:44:24.914,Dn
DEMO,6a,6.078,-246.7,Pt1,,2021-10-14 10:44:25.729,Dn
DEMO,6a,6.095,-230.7,Pt2,,2021-10-14 10:44:26.545,Dn
DEMO,6a,6.112,-286.7,Pt1,,2021-10-14 10:44:27.346,Dn
DEMO,6a,6.121,-192.9,Pt2,,2021-10-14 10:44:28.161,Dn
DEMO,6a,6.154,-292.6,Pt1,,2021-10-14 10:44:28.978,Dn
DEMO,6a,6.179,-195.8,Pt2,,2021-10-14 10:44:29.793,Dn
DEMO,6a,6.196,-279.9,Pt1,,2021-10-14 10:44:30.594,Dn
DEMO,6a,6.212,-188.6,Pt2,,2021-10-14 10:44:31.410,Dn
DEMO,6a,6.229,-268.8,Pt1,,2021-10-14 10:44:32.226,Dn
DEMO,6a,6.245,-209.3,Pt2,,2021-10-14 10:44:33.042,Dn
DEMO,6a,6.263,-248.9,Pt1,,2021-10-14 10:44:33.842,Dn
DEMO,6a,6.28,-205.2,Pt2,,2021-10-14 10:44:34.658,Dn
DEMO,6a,6.305,-264.9,Pt1,,2021-10-14 10:44:35.474,Dn
DEMO,6a,6.326,-230.9,Pt2,,2021-10-14 10:44:36.290,Dn
DEMO,6a,6.342,-281.7,Pt1,,2021-10-14 10:44:37.090,Dn
DEMO,6a,6.367,-245.8,Pt2,,2021-10-14 10:44:37.919,Dn
DEMO,6a,6.384,-274.4,Pt1,,2021-10-14 10:44:38.721,Dn
DEMO,6a,6.401,-233.1,Pt2,,2021-10-14 10:44:39.537,Dn
