DateTime;UpDn;Depth;REMax
2020-04-01 13:16:58.463;Dn;0.053;169.4
2020-04-01 13:16:58.463;Dn;0.053;169.4
2020-04-01 13:16:59.502;Dn;0.091;205.2
2020-04-01 13:17:00.542;Dn;0.125;208.7
2020-04-01 13:17:01.584;Dn;0.155;231.9
2020-04-01 13:17:02.625;Dn;0.181;236.8
2020-04-01 13:17:03.682;Dn;0.219;205.5
2020-04-01 13:17:04.707;Dn;0.253;201.9
2020-04-01 13:17:05.748;Dn;0.280;208.8
2020-04-01 13:17:06.788;Dn;0.309;244.8
2020-04-01 13:17:07.830;Dn;0.336;236.5
2020-04-01 13:17:08.872;Dn;0.371;188.1
2020-04-01 13:17:10.953;Dn;0.453;197
2020-04-01 13:17:11.994;Dn;0.464;194.3
2020-04-01 13:17:13.055;Dn;0.485;203.1
2020-04-01 13:17:15.117;Dn;0.549;155.5
2020-04-01 13:17:17.199;Dn;0.581;104.1
2020-04-01 13:17:18.260;Dn;0.629;-49
2020-04-01 13:17:19.297;Dn;0.661;107.6
2020-04-01 13:17:20.322;Dn;0.699;120.2
2020-04-01 13:17:21.363;Dn;0.739;117.1
2020-04-01 13:17:22.404;Dn;0.782;148.6
2020-04-01 13:17:23.464;Dn;0.822;163.9
2020-04-01 13:17:24.487;Dn;0.854;175.3
2020-04-01 13:17:25.527;Dn;0.902;255.8
2020-04-01 13:17:26.568;Dn;0.950;200.2
2020-04-01 13:17:27.609;Dn;0.966;200
2020-04-01 13:17:28.668;Dn;1.048;182.2
2020-04-01 13:17:29.709;Dn;1.072;242.1
2020-04-01 13:19:14.869;Dn;1.127;260.7
2020-04-01 13:19:16.941;Dn;1.148;72.1
2020-04-01 13:19:17.982;Dn;1.151;81.7
2020-04-01 13:19:21.107;Dn;1.207;88.2
2020-04-01 13:19:22.147;Dn;1.274;86.6
2020-04-01 13:19:23.191;Dn;1.346;136.4
2020-04-01 13:19:24.233;Dn;1.410;158.8
2020-04-01 13:19:25.275;Dn;1.484;156.8
2020-04-01 13:19:26.314;Dn;1.548;156.5
2020-04-01 13:19:27.357;Dn;1.639;171.9
2020-04-01 13:19:28.398;Dn;1.719;174.9
2020-04-01 13:19:29.460;Dn;1.799;187.4
2020-04-01 13:19:30.481;Dn;1.890;174.9
2020-04-01 13:19:31.522;Dn;1.965;191.4
2020-04-01 13:19:32.564;Dn;2.047;210.3
2020-04-01 13:19:33.605;Dn;2.154;188.4
2020-04-01 13:19:34.668;Dn;2.231;200.2
2020-04-01 13:20:14.211;Dn;2.402;223.1
2020-04-01 13:20:15.270;Dn;2.427;77
2020-04-01 13:20:16.315;Dn;2.494;51
2020-04-01 13:20:17.335;Dn;2.601;17.8
2020-04-01 13:20:18.378;Dn;2.702;138.1
2020-04-01 13:20:19.417;Dn;2.795;73.6
2020-04-01 13:20:20.470;Dn;2.894;58
2020-04-01 13:20:21.499;Dn;2.963;60.6
2020-04-01 13:20:22.541;Dn;3.033;65.3
2020-04-01 13:20:23.585;Dn;3.100;106.3
2020-04-01 13:20:24.624;Dn;3.169;32.8
2020-04-01 13:20:25.671;Dn;3.249;96.1
2020-04-01 13:20:26.708;Dn;3.310;58.2
2020-04-01 13:20:27.749;Dn;3.374;42.4
