DateTime;UpDn;Depth;REMax
2020-04-01 13:41:39.406;Dn;0.101;106.5
2020-04-01 13:41:39.406;Dn;0.101;106.5
2020-04-01 13:41:40.447;Dn;0.144;123.3
2020-04-01 13:41:41.509;Dn;0.184;154.2
2020-04-01 13:41:42.531;Dn;0.221;157
2020-04-01 13:41:43.571;Dn;0.248;160.7
2020-04-01 13:41:44.613;Dn;0.264;172.6
2020-04-01 13:41:45.654;Dn;0.285;139.2
2020-04-01 13:41:46.711;Dn;0.363;154.3
2020-04-01 13:41:47.740;Dn;0.411;125.9
2020-04-01 13:41:48.778;Dn;0.437;138.4
2020-04-01 13:41:49.820;Dn;0.469;133.4
2020-04-01 13:41:50.861;Dn;0.499;155.4
2020-04-01 13:41:51.912;Dn;0.536;173.3
2020-04-01 13:41:56.067;Dn;0.565;187.6
2020-04-01 13:41:57.111;Dn;0.603;94.7
2020-04-01 13:41:58.150;Dn;0.619;116.9
2020-04-01 13:42:02.316;Dn;0.659;201.2
2020-04-01 13:42:03.356;Dn;0.707;162.1
2020-04-01 13:42:04.398;Dn;0.712;189.5
2020-04-01 13:42:06.501;Dn;0.795;207.7
2020-04-01 13:42:07.539;Dn;0.840;200.1
2020-04-01 13:42:08.563;Dn;0.883;119.9
2020-04-01 13:42:09.604;Dn;0.934;178.7
2020-04-01 13:42:12.728;Dn;1.027;190.1
2020-04-01 13:42:13.770;Dn;1.054;196.1
2020-04-01 13:42:14.811;Dn;1.094;215.2
2020-04-01 13:42:15.852;Dn;1.134;236.5
2020-04-01 13:42:16.912;Dn;1.171;247.3
2020-04-01 13:43:06.875;Dn;1.222;201.5
2020-04-01 13:43:07.919;Dn;1.258;20.4
2020-04-01 13:43:08.958;Dn;1.346;21.7
2020-04-01 13:43:10.002;Dn;1.436;124
2020-04-01 13:43:11.043;Dn;1.514;114
2020-04-01 13:43:12.105;Dn;1.591;117.8
2020-04-01 13:43:13.126;Dn;1.684;154.5
2020-04-01 13:43:14.167;Dn;1.762;191.8
2020-04-01 13:43:15.209;Dn;1.836;234.6
2020-04-01 13:43:16.250;Dn;1.914;230.1
2020-04-01 13:43:17.311;Dn;1.970;211.8
