DateTime;UpDn;Depth;REMax
2020-09-21 10:32:50.266;Dn;0.008;89.6
2020-09-21 10:32:50.266;Dn;0.008;89.6
2020-09-21 10:32:51.312;Dn;0.069;50.8
2020-09-21 10:32:52.348;Dn;0.109;42.7
2020-09-21 10:32:53.389;Dn;0.141;14.4
2020-09-21 10:32:54.431;Dn;0.179;98.7
2020-09-21 10:32:55.475;Dn;0.213;197.4
2020-09-21 10:32:56.516;Dn;0.259;207.2
2020-09-21 10:32:57.557;Dn;0.293;218.6
2020-09-21 10:32:58.598;Dn;0.331;249.5
2020-09-21 10:32:59.639;Dn;0.365;239.3
2020-09-21 10:33:00.701;Dn;0.400;260.1
2020-09-21 10:33:01.721;Dn;0.437;269.2
2020-09-21 10:33:02.763;Dn;0.464;234.4
2020-09-21 10:33:03.804;Dn;0.485;194.7
2020-09-21 10:33:04.845;Dn;0.504;190.2
2020-09-21 10:33:11.112;Dn;0.533;222.6
2020-09-21 10:33:16.315;Dn;0.573;161.6
2020-09-21 10:33:17.340;Dn;0.624;109.7
2020-09-21 10:33:18.379;Dn;0.656;99.8
2020-09-21 10:33:19.422;Dn;0.744;157.2
2020-09-21 10:33:20.463;Dn;0.790;167.3
2020-09-21 10:33:21.517;Dn;0.838;189.4
2020-09-21 10:33:22.545;Dn;0.875;223.3
2020-09-21 10:33:23.587;Dn;0.910;267.6
2020-09-21 10:33:24.628;Dn;0.944;262.8
2020-09-21 10:33:25.669;Dn;0.982;276.3
2020-09-21 10:33:26.716;Dn;1.038;294.7
2020-09-21 10:33:27.756;Dn;1.099;291.2
2020-09-21 10:33:28.793;Dn;1.155;289.3
2020-09-21 10:33:29.835;Dn;1.208;256.8
2020-09-21 10:34:11.485;Dn;1.286;297
2020-09-21 10:34:12.527;Dn;1.311;180.5
2020-09-21 10:34:13.567;Dn;1.351;127.2
2020-09-21 10:34:14.608;Dn;1.394;172.6
2020-09-21 10:34:15.649;Dn;1.436;160.5
2020-09-21 10:34:16.711;Dn;1.490;184.5
2020-09-21 10:34:17.740;Dn;1.554;219.7
2020-09-21 10:34:18.773;Dn;1.610;281.6
2020-09-21 10:34:19.815;Dn;1.660;295.9
2020-09-21 10:34:20.856;Dn;1.716;315.8
2020-09-21 10:34:21.917;Dn;1.775;310.8
2020-09-21 10:34:22.940;Dn;1.850;235.2
2020-09-21 10:34:23.979;Dn;1.909;186.4
2020-09-21 10:34:25.021;Dn;1.957;197.7
2020-09-21 10:34:26.062;Dn;2.005;198.2
2020-09-21 10:34:27.122;Dn;2.066;199.8
2020-09-21 10:34:28.165;Dn;2.117;164.4
2020-09-21 10:34:29.186;Dn;2.165;146.8
2020-09-21 10:34:30.227;Dn;2.215;124.4
2020-09-21 10:34:31.268;Dn;2.266;299.8
2020-09-21 10:34:32.322;Dn;2.327;367
2020-09-21 10:34:33.373;Dn;2.381;392
2020-09-21 10:34:34.392;Dn;2.431;362.8
2020-09-21 10:35:18.136;Dn;2.503;432.7
2020-09-21 10:35:19.177;Dn;2.521;420.4
2020-09-21 10:35:20.219;Dn;2.553;388.1
2020-09-21 10:35:21.260;Dn;2.598;371.2
2020-09-21 10:35:22.323;Dn;2.654;404.8
2020-09-21 10:35:23.345;Dn;2.702;408.2
2020-09-21 10:35:24.386;Dn;2.747;410.7
2020-09-21 10:35:25.428;Dn;2.793;409.5
2020-09-21 10:35:26.469;Dn;2.838;407.7
2020-09-21 10:35:27.524;Dn;2.891;396.4
2020-09-21 10:35:28.553;Dn;2.937;400.1
2020-09-21 10:35:29.595;Dn;2.985;394.5
2020-09-21 10:35:30.637;Dn;3.035;392.5
2020-09-21 10:35:31.678;Dn;3.086;323.1
2020-09-21 10:35:32.724;Dn;3.145;270.1
2020-09-21 10:35:33.763;Dn;3.196;247.2
2020-09-21 10:35:34.805;Dn;3.249;306.2
2020-09-21 10:35:35.846;Dn;3.302;296.1
2020-09-21 10:35:36.888;Dn;3.348;269.6
2020-09-21 10:35:37.944;Dn;3.393;248.8
2020-09-21 10:35:38.972;Dn;3.449;228
2020-09-21 10:35:40.014;Dn;3.497;218.4
2020-09-21 10:35:41.055;Dn;3.553;184.4
2020-09-21 10:35:42.118;Dn;3.604;210.7
2020-09-21 10:35:43.141;Dn;3.668;172.4
2020-09-21 10:37:02.332;Dn;3.718;373.4
2020-09-21 10:37:03.369;Dn;3.741;366
2020-09-21 10:37:04.401;Dn;3.797;147
2020-09-21 10:37:05.442;Dn;3.848;149.3
2020-09-21 10:37:06.484;Dn;3.901;170.5
2020-09-21 10:37:07.533;Dn;3.968;181.2
2020-09-21 10:37:08.568;Dn;4.018;163.4
2020-09-21 10:37:09.609;Dn;4.069;152
2020-09-21 10:37:10.651;Dn;4.109;179
2020-09-21 10:37:17.961;Dn;4.157;94.4
2020-09-21 10:37:18.982;Dn;4.168;8.5
2020-09-21 10:37:20.026;Dn;4.197;86.1
2020-09-21 10:37:21.068;Dn;4.221;56.6
2020-09-21 10:37:22.131;Dn;4.245;54.8
2020-09-21 10:37:23.152;Dn;4.274;73.7
2020-09-21 10:37:24.193;Dn;4.298;68
2020-09-21 10:37:25.235;Dn;4.325;30
2020-09-21 10:37:26.279;Dn;4.360;-26.3
2020-09-21 10:37:27.334;Dn;4.397;-62.5
2020-09-21 10:37:28.366;Dn;4.443;-38.7
2020-09-21 10:37:30.447;Dn;4.485;-17.9
2020-09-21 10:37:31.486;Dn;4.528;19.3
2020-09-21 10:37:32.534;Dn;4.576;77.8
2020-09-21 10:37:33.586;Dn;4.619;30.7
2020-09-21 10:37:34.612;Dn;4.645;14.1
2020-09-21 10:37:35.653;Dn;4.669;30.2
2020-09-21 10:37:38.778;Dn;4.693;57.2
2020-09-21 10:37:39.819;Dn;4.715;37
2020-09-21 10:37:41.924;Dn;4.771;19.7
2020-09-21 10:37:42.954;Dn;4.811;21.1
2020-09-21 10:37:43.985;Dn;4.843;34
2020-09-21 10:37:45.027;Dn;4.875;72.1
2020-09-21 10:44:32.324;Dn;4.928;203.3
2020-09-21 10:44:33.367;Dn;4.977;124.5
2020-09-21 10:51:56.119;Dn;5.063;237.7
2020-09-21 10:51:57.183;Dn;5.065;-34.5
2020-09-21 10:51:58.219;Dn;5.071;-6.8
2020-09-21 10:51:59.246;Dn;5.097;-28.5
2020-09-21 10:52:05.493;Dn;5.145;97.8
2020-09-21 10:52:06.535;Dn;5.177;47.2
2020-09-21 10:52:07.587;Dn;5.225;60.1
2020-09-21 10:52:08.621;Dn;5.255;54.5
2020-09-21 10:52:09.659;Dn;5.276;25.9
2020-09-21 10:52:10.701;Dn;5.303;35.1
2020-09-21 10:52:11.743;Dn;5.335;43.3
2020-09-21 10:52:12.792;Dn;5.367;2.7
2020-09-21 10:52:13.828;Dn;5.391;-67.1
2020-09-21 10:52:15.914;Dn;5.431;-107.2
2020-09-21 10:52:16.965;Dn;5.449;-90.8
2020-09-21 10:52:18.007;Dn;5.476;-44.4
2020-09-21 10:52:19.034;Dn;5.497;90.5
2020-09-21 10:52:20.077;Dn;5.519;130.2
2020-09-21 10:52:21.117;Dn;5.535;15.3
2020-09-21 10:52:22.171;Dn;5.554;51
2020-09-21 10:52:23.222;Dn;5.580;128.1
2020-09-21 10:52:24.242;Dn;5.599;95.2
2020-09-21 10:52:25.283;Dn;5.618;63
2020-09-21 10:52:26.325;Dn;5.634;19.4
2020-09-21 10:52:27.386;Dn;5.655;-48.7
2020-09-21 10:52:28.424;Dn;5.679;22.9
2020-09-21 10:52:29.449;Dn;5.700;64.4
2020-09-21 10:52:30.491;Dn;5.724;77.6
2020-09-21 10:52:31.533;Dn;5.746;42.8
2020-09-21 10:52:32.586;Dn;5.772;11.1
2020-09-21 10:52:33.613;Dn;5.791;6.5
2020-09-21 10:52:34.657;Dn;5.810;16.8
2020-09-21 10:52:35.702;Dn;5.828;-18.5
2020-09-21 10:52:36.744;Dn;5.847;-58.3
2020-09-21 10:52:37.796;Dn;5.874;-65.7
2020-09-21 10:52:38.831;Dn;5.900;-112.7
2020-09-21 10:52:39.872;Dn;5.927;-147.2
2020-09-21 10:52:40.914;Dn;5.954;-175.4
2020-09-21 10:52:41.969;Dn;5.983;-145.8
2020-09-21 10:52:43.025;Dn;6.015;-121.4
2020-09-21 10:52:44.040;Dn;6.042;-124.8
2020-09-21 10:52:45.082;Dn;6.068;-124.2
2020-09-21 10:53:20.510;Dn;6.092;-16.8
2020-09-21 10:53:22.614;Dn;6.107;-18.2
2020-09-21 10:53:23.635;Dn;6.112;-71.8
2020-09-21 10:53:24.678;Dn;6.134;-75.8
2020-09-21 10:53:25.720;Dn;6.155;-64.2
2020-09-21 10:53:26.774;Dn;6.174;-57.8
2020-09-21 10:53:27.822;Dn;6.203;-57.7
2020-09-21 10:53:28.846;Dn;6.230;-47.1
2020-09-21 10:53:29.888;Dn;6.254;-36
2020-09-21 10:53:30.930;Dn;6.272;-30.8
2020-09-21 10:53:31.987;Dn;6.296;-26.5
2020-09-21 10:53:33.013;Dn;6.315;-22.8
2020-09-21 10:53:34.055;Dn;6.336;-21
2020-09-21 10:53:35.097;Dn;6.358;-16.7
2020-09-21 10:53:36.139;Dn;6.376;-17.2
2020-09-21 10:53:37.192;Dn;6.398;-18.4
2020-09-21 10:53:38.229;Dn;6.416;-18.4
2020-09-21 10:53:39.265;Dn;6.435;-14.9
2020-09-21 10:53:40.308;Dn;6.451;-18.4
2020-09-21 10:53:41.349;Dn;6.467;-17.8
2020-09-21 10:53:43.433;Dn;6.499;-18.3
2020-09-21 10:53:44.475;Dn;6.518;-18.5
2020-09-21 10:53:45.517;Dn;6.531;-20
2020-09-21 10:53:46.572;Dn;6.547;-16
2020-09-21 10:53:47.605;Dn;6.568;-13.9
2020-09-21 10:53:48.644;Dn;6.584;-13.3
2020-09-21 10:53:49.686;Dn;6.600;-12.3
2020-09-21 10:53:50.728;Dn;6.619;-11.6
2020-09-21 10:53:51.789;Dn;6.638;-16.3
2020-09-21 10:53:52.830;Dn;6.659;-20.5
2020-09-21 10:53:53.855;Dn;6.678;-13.8
2020-09-21 10:53:54.892;Dn;6.699;3.7
2020-09-21 10:53:55.940;Dn;6.718;19.3
2020-09-21 10:54:01.150;Dn;6.747;27.8
2020-09-21 10:54:03.236;Dn;6.763;-25.5
2020-09-21 10:54:07.403;Dn;6.793;7.9
2020-09-21 10:54:08.444;Dn;6.798;-26.4
2020-09-21 10:54:09.486;Dn;6.830;-54.6
2020-09-21 10:54:10.529;Dn;6.849;-99
2020-09-21 10:54:11.591;Dn;6.870;-71.8
2020-09-21 10:54:12.640;Dn;6.897;-78.4
2020-09-21 10:54:51.191;Dn;6.915;-67.2
2020-09-21 10:54:52.231;Dn;6.939;-295
2020-09-21 10:54:53.255;Dn;6.971;-290.8
2020-09-21 10:54:54.297;Dn;7.001;-252.1
2020-09-21 10:54:55.340;Dn;7.030;-228.1
2020-09-21 10:54:56.395;Dn;7.059;-188.8
2020-09-21 10:54:57.424;Dn;7.086;-212.9
2020-09-21 10:54:58.466;Dn;7.115;-254.2
2020-09-21 10:54:59.507;Dn;7.142;-255
2020-09-21 10:55:00.549;Dn;7.171;-259.7
2020-09-21 10:55:01.634;Dn;7.211;-220.4
2020-09-21 10:55:02.633;Dn;7.243;-114
2020-09-21 10:55:03.675;Dn;7.273;-125.4
2020-09-21 10:55:04.717;Dn;7.305;-144.1
2020-09-21 10:55:49.517;Dn;7.357;-221.1
2020-09-21 10:55:50.559;Dn;7.373;-340
2020-09-21 10:55:51.647;Dn;7.394;-326
2020-09-21 10:55:52.644;Dn;7.413;-325.4
2020-09-21 10:55:53.685;Dn;7.429;-310.8
2020-09-21 10:55:54.728;Dn;7.447;-276.9
2020-09-21 10:55:55.782;Dn;7.461;-247.8
2020-09-21 10:55:56.846;Dn;7.482;-227.2
2020-09-21 10:55:57.854;Dn;7.501;-215.3
2020-09-21 10:55:58.897;Dn;7.517;-226.8
2020-09-21 10:56:01.000;Dn;7.551;-226.5
2020-09-21 10:56:02.044;Dn;7.573;-225.2
2020-09-21 10:56:03.065;Dn;7.591;-235.7
2020-09-21 10:56:04.107;Dn;7.615;-242.1
