DateTime;UpDn;Depth;REMax
2020-04-01 09:18:19.649;Dn;0.005;302.5
2020-04-01 09:18:19.649;Dn;0.005;302.5
2020-04-01 09:18:33.164;Dn;0.037;220.4
2020-04-01 09:18:34.205;Dn;0.061;157.7
2020-04-01 09:18:35.252;Dn;0.133;180.2
2020-04-01 09:18:36.288;Dn;0.184;159.4
2020-04-01 09:18:37.328;Dn;0.227;160.4
2020-04-01 09:18:38.370;Dn;0.264;193.6
2020-04-01 09:18:39.411;Dn;0.304;224.9
2020-04-01 09:18:40.451;Dn;0.347;248.7
2020-04-01 09:18:41.492;Dn;0.389;203.5
2020-04-01 09:18:42.534;Dn;0.432;243.6
2020-04-01 09:18:43.575;Dn;0.472;261
2020-04-01 09:18:44.617;Dn;0.528;249
2020-04-01 09:18:45.676;Dn;0.592;220.2
2020-04-01 09:18:46.699;Dn;0.648;206.3
2020-04-01 09:18:47.740;Dn;0.670;221.6
2020-04-01 09:18:48.781;Dn;0.691;196.2
2020-04-01 09:18:50.863;Dn;0.710;190.5
2020-04-01 09:18:51.904;Dn;0.752;172.5
2020-04-01 09:18:53.987;Dn;0.819;250.1
2020-04-01 09:18:55.048;Dn;0.848;234.5
2020-04-01 09:18:56.069;Dn;0.891;231.5
2020-04-01 09:18:57.109;Dn;0.936;232.8
2020-04-01 09:18:58.150;Dn;0.974;239.4
2020-04-01 09:18:59.193;Dn;1.011;248.6
2020-04-01 09:19:00.252;Dn;1.056;258.3
2020-04-01 09:19:01.288;Dn;1.091;268
2020-04-01 09:19:02.316;Dn;1.120;274.4
2020-04-01 09:19:03.357;Dn;1.150;266.7
2020-04-01 09:19:56.458;Dn;1.231;338.9
2020-04-01 09:19:57.499;Dn;1.268;216.5
2020-04-01 09:19:58.540;Dn;1.298;209.8
2020-04-01 09:19:59.582;Dn;1.330;206.8
2020-04-01 09:20:00.643;Dn;1.362;209.9
2020-04-01 09:20:01.665;Dn;1.404;222.5
2020-04-01 09:20:02.706;Dn;1.439;222.1
2020-04-01 09:20:04.788;Dn;1.503;215.2
2020-04-01 09:20:05.849;Dn;1.519;223
2020-04-01 09:20:06.889;Dn;1.548;204.1
2020-04-01 09:20:07.912;Dn;1.578;176
2020-04-01 09:20:08.953;Dn;1.602;173.1
2020-04-01 09:20:09.995;Dn;1.631;174.2
2020-04-01 09:20:11.048;Dn;1.676;169
2020-04-01 09:20:12.084;Dn;1.703;171.2
2020-04-01 09:20:13.119;Dn;1.730;161.5
2020-04-01 09:20:14.161;Dn;1.754;158.1
2020-04-01 09:20:15.202;Dn;1.788;138.6
2020-04-01 09:20:16.248;Dn;1.826;113.3
2020-04-01 09:20:17.283;Dn;1.855;79.3
2020-04-01 09:20:18.324;Dn;1.887;34.7
2020-04-01 09:20:19.365;Dn;1.925;-8.7
2020-04-01 09:20:20.409;Dn;1.962;-34
