DateTime;UpDn;Depth;REMax
2020-04-01 09:45:20.229;Dn;0.051;74.1
2020-04-01 09:45:20.229;Dn;0.051;74.1
2020-04-01 09:45:21.294;Dn;0.093;90.5
2020-04-01 09:45:22.335;Dn;0.133;97.7
2020-04-01 09:45:23.375;Dn;0.179;76.7
2020-04-01 09:45:24.417;Dn;0.229;117.1
2020-04-01 09:45:25.436;Dn;0.269;190.1
2020-04-01 09:45:26.501;Dn;0.312;146.2
2020-04-01 09:45:27.542;Dn;0.355;153.4
2020-04-01 09:45:28.583;Dn;0.397;202.7
2020-04-01 09:45:29.618;Dn;0.437;176.5
2020-04-01 09:45:30.666;Dn;0.464;160.9
2020-04-01 09:45:31.707;Dn;0.507;148.5
2020-04-01 09:45:32.747;Dn;0.552;210.9
2020-04-01 09:45:33.805;Dn;0.595;215
2020-04-01 09:45:34.817;Dn;0.645;167.3
2020-04-01 09:45:35.872;Dn;0.688;149.7
2020-04-01 09:45:36.912;Dn;0.728;149.3
2020-04-01 09:45:37.954;Dn;0.771;162.2
2020-04-01 09:45:39.005;Dn;0.811;171.8
2020-04-01 09:45:40.017;Dn;0.859;175.5
2020-04-01 09:45:41.078;Dn;0.896;172.7
2020-04-01 09:45:42.118;Dn;0.936;176
2020-04-01 09:45:43.160;Dn;0.979;174.5
2020-04-01 09:45:44.205;Dn;1.019;175
2020-04-01 09:45:45.218;Dn;1.075;176.1
2020-04-01 09:45:46.283;Dn;1.120;200.6
2020-04-01 09:46:34.179;Dn;1.178;222.8
2020-04-01 09:46:35.218;Dn;1.204;161.6
2020-04-01 09:46:36.237;Dn;1.247;133.1
2020-04-01 09:46:37.302;Dn;1.322;122.5
2020-04-01 09:46:38.344;Dn;1.370;123.8
2020-04-01 09:46:39.385;Dn;1.423;116
2020-04-01 09:46:40.421;Dn;1.487;113.1
2020-04-01 09:46:41.443;Dn;1.540;93.5
2020-04-01 09:46:42.506;Dn;1.591;79.5
2020-04-01 09:46:43.547;Dn;1.639;69.5
2020-04-01 09:46:44.588;Dn;1.684;58
2020-04-01 09:46:45.621;Dn;1.732;35.5
2020-04-01 09:46:46.676;Dn;1.762;21
2020-04-01 09:46:47.713;Dn;1.796;-10
2020-04-01 09:46:48.754;Dn;1.858;-45.6
2020-04-01 09:46:49.810;Dn;1.914;-49.4
2020-04-01 09:46:50.821;Dn;1.991;-42.6
2020-04-01 09:46:51.879;Dn;2.050;-28.4
2020-04-01 09:46:52.918;Dn;2.109;-23.7
2020-04-01 09:46:53.959;Dn;2.170;-44.8
2020-04-01 09:46:55.009;Dn;2.231;-92.8
2020-04-01 09:46:56.051;Dn;2.293;-140.1
2020-04-01 09:47:34.568;Dn;2.391;-124.4
2020-04-01 09:47:35.608;Dn;2.395;-88
2020-04-01 09:47:36.656;Dn;2.449;-181.1
2020-04-01 09:47:37.692;Dn;2.497;-240.7
2020-04-01 09:47:38.733;Dn;2.553;-264.9
2020-04-01 09:47:39.774;Dn;2.601;-280.4
2020-04-01 09:47:40.813;Dn;2.651;-280.4
2020-04-01 09:47:41.857;Dn;2.715;-284.2
2020-04-01 09:47:42.897;Dn;2.766;-297.1
2020-04-01 09:47:43.938;Dn;2.817;-308.3
2020-04-01 09:47:44.979;Dn;2.867;-315.3
2020-04-01 09:47:46.017;Dn;2.921;-312.5
2020-04-01 09:47:47.062;Dn;2.998;-311
2020-04-01 09:47:48.102;Dn;3.057;-304.9
2020-04-01 09:47:49.144;Dn;3.113;-328.9
2020-04-01 09:47:50.185;Dn;3.169;-337.6
2020-04-01 09:47:51.222;Dn;3.238;-351.4
2020-04-01 09:47:52.268;Dn;3.294;-352.7
2020-04-01 09:47:53.308;Dn;3.350;-350.6
2020-04-01 09:47:54.349;Dn;3.409;-341.3
2020-04-01 09:47:55.409;Dn;3.465;-339.9
2020-04-01 09:47:56.450;Dn;3.534;-348.9
2020-04-01 09:47:57.492;Dn;3.590;-370.3
2020-04-01 09:48:32.873;Dn;3.636;-314.5
2020-04-01 09:48:33.914;Dn;3.664;-317.5
2020-04-01 09:48:34.955;Dn;3.709;-374.3
2020-04-01 09:48:36.015;Dn;3.765;-405.1
2020-04-01 09:48:37.054;Dn;3.832;-392.9
2020-04-01 09:48:38.078;Dn;3.888;-407.4
2020-04-01 09:48:39.119;Dn;3.941;-419.7
2020-04-01 09:48:40.161;Dn;3.984;-406.6
2020-04-01 09:48:42.270;Dn;4.061;-401.5
2020-04-01 09:48:43.294;Dn;4.072;-414.7
2020-04-01 09:48:45.366;Dn;4.157;-369.3
2020-04-01 09:48:46.416;Dn;4.200;-353.3
2020-04-01 09:48:47.473;Dn;4.248;-342.7
2020-04-01 09:48:48.490;Dn;4.282;-341.2
2020-04-01 09:48:49.531;Dn;4.320;-316.9
2020-04-01 09:48:50.571;Dn;4.363;-309.6
2020-04-01 09:48:51.616;Dn;4.405;-308.4
2020-04-01 09:48:52.653;Dn;4.453;-319.6
2020-04-01 09:48:53.694;Dn;4.488;-327.3
2020-04-01 09:48:54.736;Dn;4.523;-355.9
2020-04-01 09:48:55.777;Dn;4.560;-377.7
2020-04-01 09:48:56.816;Dn;4.597;-383.3
2020-04-01 09:48:57.860;Dn;4.643;-394.9
2020-04-01 09:48:58.901;Dn;4.685;-389.9
2020-04-01 09:48:59.943;Dn;4.720;-390.2
2020-04-01 09:49:38.467;Dn;4.776;-389.1
2020-04-01 09:49:41.590;Dn;4.801;-435.6
2020-04-01 09:49:42.628;Dn;4.857;-420.2
2020-04-01 09:49:43.674;Dn;4.897;-383.5
2020-04-01 09:49:44.713;Dn;4.927;-380.7
2020-04-01 09:49:45.755;Dn;4.961;-384.8
2020-04-01 09:49:46.814;Dn;4.993;-433.1
2020-04-01 09:49:48.896;Dn;5.033;-442.1
2020-04-01 09:49:49.920;Dn;5.100;-462.2
2020-04-01 09:49:50.962;Dn;5.151;-482.4
2020-04-01 09:49:52.018;Dn;5.188;-482
2020-04-01 09:49:55.126;Dn;5.225;-486.2
2020-04-01 09:49:56.168;Dn;5.297;-499.9
2020-04-01 09:49:57.217;Dn;5.316;-533.4
2020-04-01 09:50:05.539;Dn;5.433;-527.1
2020-04-01 09:50:06.580;Dn;5.436;-538
2020-04-01 09:50:08.688;Dn;5.513;-507.7
2020-04-01 09:50:09.704;Dn;5.562;-489.7
2020-04-01 09:50:10.745;Dn;5.580;-495.5
2020-04-01 09:50:11.787;Dn;5.596;-511
2020-04-01 09:50:12.826;Dn;5.631;-500.5
2020-04-01 09:50:13.886;Dn;5.668;-527.1
2020-04-01 09:50:14.911;Dn;5.695;-535.5
2020-04-01 09:50:15.952;Dn;5.738;-530.1
2020-04-01 09:50:16.994;Dn;5.772;-514.7
2020-04-01 09:50:18.031;Dn;5.810;-521.2
2020-04-01 09:50:19.077;Dn;5.844;-523.4
2020-04-01 09:50:20.118;Dn;5.871;-510.5
2020-04-01 09:50:22.217;Dn;5.908;-507.7
2020-04-01 09:50:23.255;Dn;5.924;-533.9
2020-04-01 09:50:24.284;Dn;5.956;-530.6
2020-04-01 09:50:59.684;Dn;5.999;-521.7
2020-04-01 09:51:04.891;Dn;6.040;-520.6
2020-04-01 09:51:05.932;Dn;6.142;-473
2020-04-01 09:51:06.973;Dn;6.259;-477.8
2020-04-01 09:51:08.019;Dn;6.382;-487.1
2020-04-01 09:51:09.057;Dn;6.432;-494.7
2020-04-01 09:51:10.111;Dn;6.486;-504.2
2020-04-01 09:51:11.138;Dn;6.539;-506.1
2020-04-01 09:51:12.179;Dn;6.587;-509.7
2020-04-01 09:51:13.219;Dn;6.638;-511.8
2020-04-01 09:51:14.262;Dn;6.696;-509.2
2020-04-01 09:51:15.303;Dn;6.745;-499.5
2020-04-01 09:51:16.343;Dn;6.793;-500.8
2020-04-01 09:51:17.385;Dn;6.838;-511.2
2020-04-01 09:51:18.424;Dn;6.857;-517.8
2020-04-01 09:51:19.468;Dn;6.881;-523.6
2020-04-01 09:51:20.509;Dn;6.902;-526
2020-04-01 09:51:21.550;Dn;6.921;-524.9
2020-04-01 09:51:22.591;Dn;6.939;-522.2
2020-04-01 09:51:23.630;Dn;6.961;-522.6
2020-04-01 09:51:24.674;Dn;6.985;-524.6
