DateTime;UpDn;Depth;REMax
2020-09-17 13:58:32.244;Dn;0.016;273.8
2020-09-17 13:58:32.244;Dn;0.016;273.8
2020-09-17 13:58:33.303;Dn;0.053;245.5
2020-09-17 13:58:34.343;Dn;0.088;200.3
2020-09-17 13:58:35.386;Dn;0.120;241.1
2020-09-17 13:58:36.435;Dn;0.152;288
2020-09-17 13:58:37.445;Dn;0.189;351.8
2020-09-17 13:58:38.510;Dn;0.224;347.1
2020-09-17 13:58:39.551;Dn;0.269;368
2020-09-17 13:58:40.592;Dn;0.309;401.3
2020-09-17 13:58:41.634;Dn;0.352;414.6
2020-09-17 13:58:42.651;Dn;0.403;419.4
2020-09-17 13:58:43.717;Dn;0.443;393.8
2020-09-17 13:58:44.757;Dn;0.477;358.7
2020-09-17 13:58:45.800;Dn;0.515;304.7
2020-09-17 13:58:46.839;Dn;0.552;265.3
2020-09-17 13:58:47.859;Dn;0.587;253.1
2020-09-17 13:58:48.924;Dn;0.621;225.6
2020-09-17 13:58:49.965;Dn;0.653;239.4
2020-09-17 13:58:51.008;Dn;0.688;230.6
2020-09-17 13:58:52.047;Dn;0.731;222.5
2020-09-17 13:58:53.066;Dn;0.763;205.6
2020-09-17 13:58:54.132;Dn;0.798;170.6
2020-09-17 13:58:55.174;Dn;0.832;205.2
2020-09-17 13:58:56.236;Dn;0.864;220
2020-09-17 13:58:57.247;Dn;0.904;210.7
2020-09-17 13:58:58.307;Dn;0.936;198.6
2020-09-17 13:58:59.340;Dn;0.976;170.1
2020-09-17 13:59:00.382;Dn;1.016;165
2020-09-17 13:59:01.436;Dn;1.056;183
2020-09-17 13:59:02.447;Dn;1.102;181.5
2020-09-17 13:59:03.508;Dn;1.134;198.3
2020-09-17 13:59:04.548;Dn;1.168;194.8
2020-09-17 13:59:05.590;Dn;1.200;212.2
2020-09-17 13:59:54.539;Dn;1.219;229.2
2020-09-17 14:00:01.840;Dn;1.231;133.5
2020-09-17 14:00:02.852;Dn;1.244;123
2020-09-17 14:00:03.912;Dn;1.298;84.1
2020-09-17 14:00:04.950;Dn;1.346;74.8
2020-09-17 14:00:05.994;Dn;1.394;179.2
2020-09-17 14:00:07.040;Dn;1.447;182.9
2020-09-17 14:00:08.052;Dn;1.508;123.1
2020-09-17 14:00:09.117;Dn;1.562;118.9
2020-09-17 14:00:10.159;Dn;1.615;151
2020-09-17 14:00:11.200;Dn;1.668;169
2020-09-17 14:00:12.240;Dn;1.724;132.5
2020-09-17 14:00:13.259;Dn;1.780;107.5
2020-09-17 14:00:14.322;Dn;1.839;58.1
2020-09-17 14:00:15.365;Dn;1.898;19
2020-09-17 14:00:16.404;Dn;1.951;1.4
2020-09-17 14:00:17.447;Dn;2.007;43.8
2020-09-17 14:00:18.467;Dn;2.077;38.6
2020-09-17 14:00:19.527;Dn;2.127;5.3
2020-09-17 14:00:20.572;Dn;2.175;-9.1
2020-09-17 14:00:21.613;Dn;2.229;-8.7
2020-09-17 14:00:22.652;Dn;2.298;-45.9
2020-09-17 14:00:23.717;Dn;2.351;-78
2020-09-17 14:00:24.742;Dn;2.402;-115.6
2020-09-17 14:00:58.094;Dn;2.458;-122.2
2020-09-17 14:01:02.239;Dn;2.481;-152.7
2020-09-17 14:01:03.277;Dn;2.510;-201.9
2020-09-17 14:01:04.322;Dn;2.537;-264.9
2020-09-17 14:01:05.361;Dn;2.569;-278.6
2020-09-17 14:01:06.402;Dn;2.601;-281.6
2020-09-17 14:01:07.440;Dn;2.633;-280.5
2020-09-17 14:01:08.485;Dn;2.678;-301.9
2020-09-17 14:01:09.525;Dn;2.713;-336.4
