DateTime;UpDn;Depth;REMax
2020-04-01 16:15:35.251;Dn;0.027;175.8
2020-04-01 16:15:35.251;Dn;0.027;175.8
2020-04-01 16:15:36.285;Dn;0.064;115.7
2020-04-01 16:15:37.327;Dn;0.115;127.2
2020-04-01 16:15:38.368;Dn;0.176;161.3
2020-04-01 16:15:39.409;Dn;0.235;177.1
2020-04-01 16:15:40.451;Dn;0.301;201.4
2020-04-01 16:15:41.490;Dn;0.355;175.9
2020-04-01 16:15:42.532;Dn;0.413;220.2
2020-04-01 16:15:43.573;Dn;0.475;177.1
2020-04-01 16:15:44.615;Dn;0.539;163.6
2020-04-01 16:15:45.656;Dn;0.608;178.5
2020-04-01 16:15:46.697;Dn;0.667;199.5
2020-04-01 16:15:47.738;Dn;0.728;213
2020-04-01 16:15:48.780;Dn;0.790;202.5
2020-04-01 16:15:49.841;Dn;0.848;204.4
2020-04-01 16:15:50.868;Dn;0.915;195.1
2020-04-01 16:15:51.903;Dn;0.971;188.5
2020-04-01 16:15:52.944;Dn;1.030;189.7
2020-04-01 16:15:53.986;Dn;1.091;182
2020-04-01 16:15:55.047;Dn;1.150;193.5
2020-04-01 16:16:26.262;Dn;1.211;194.1
2020-04-01 16:16:27.302;Dn;1.260;182.4
2020-04-01 16:16:28.343;Dn;1.423;186.3
2020-04-01 16:16:29.385;Dn;1.556;108.5
2020-04-01 16:16:30.446;Dn;1.588;101.8
2020-04-01 16:16:31.467;Dn;1.642;111.5
2020-04-01 16:16:32.507;Dn;1.687;127.3
2020-04-01 16:16:33.548;Dn;1.730;145.4
2020-04-01 16:16:34.589;Dn;1.772;157.2
2020-04-01 16:16:35.650;Dn;1.839;131.7
2020-04-01 16:16:36.681;Dn;1.895;116.7
2020-04-01 16:16:37.712;Dn;1.957;135.2
2020-04-01 16:16:38.752;Dn;2.018;146.8
2020-04-01 16:16:39.795;Dn;2.079;112.4
2020-04-01 16:16:40.851;Dn;2.154;132.6
2020-04-01 16:16:41.884;Dn;2.215;164.8
2020-04-01 16:16:42.917;Dn;2.277;195.6
2020-04-01 16:16:43.958;Dn;2.335;184.6
2020-04-01 16:17:22.494;Dn;2.411;236
2020-04-01 16:17:23.517;Dn;2.430;213.9
2020-04-01 16:17:24.558;Dn;2.497;204.8
2020-04-01 16:17:25.599;Dn;2.593;194.8
2020-04-01 16:17:26.654;Dn;2.739;178.9
2020-04-01 16:17:27.689;Dn;2.819;181.5
2020-04-01 16:17:28.720;Dn;2.897;191.1
2020-04-01 16:17:29.761;Dn;2.966;225.2
2020-04-01 16:17:30.802;Dn;3.025;268.7
2020-04-01 16:17:31.855;Dn;3.113;242.1
2020-04-01 16:17:32.884;Dn;3.198;227.2
2020-04-01 16:17:33.925;Dn;3.305;221.6
2020-04-01 16:17:34.965;Dn;3.412;199.8
2020-04-01 16:17:36.006;Dn;3.508;167.7
2020-04-01 16:17:37.055;Dn;3.612;143.2
2020-04-01 16:18:24.924;Dn;3.648;174.4
2020-04-01 16:18:25.964;Dn;3.677;164.4
2020-04-01 16:18:27.006;Dn;3.725;134.2
2020-04-01 16:18:29.096;Dn;3.749;134.6
2020-04-01 16:18:30.127;Dn;3.778;125.1
2020-04-01 16:18:31.169;Dn;3.848;157.5
2020-04-01 16:18:32.210;Dn;3.904;123
2020-04-01 16:18:33.259;Dn;3.984;131.2
2020-04-01 16:18:34.292;Dn;4.029;156.5
2020-04-01 16:18:35.332;Dn;4.090;188.8
2020-04-01 16:18:36.370;Dn;4.162;98.5
2020-04-01 16:18:37.411;Dn;4.242;69.1
2020-04-01 16:18:38.459;Dn;4.312;83.6
2020-04-01 16:18:40.536;Dn;4.349;136.8
2020-04-01 16:18:41.577;Dn;4.419;109.9
2020-04-01 16:18:42.615;Dn;4.453;88.8
2020-04-01 16:18:43.659;Dn;4.536;96.6
2020-04-01 16:18:44.699;Dn;4.595;94.8
2020-04-01 16:18:45.738;Dn;4.653;64.8
2020-04-01 16:18:46.778;Dn;4.715;67.9
2020-04-01 16:18:47.819;Dn;4.779;76.1
2020-04-01 16:19:24.257;Dn;4.845;105.6
2020-04-01 16:19:26.332;Dn;4.863;154.2
2020-04-01 16:19:27.373;Dn;4.871;103.6
2020-04-01 16:19:28.411;Dn;4.887;69.7
2020-04-01 16:19:32.577;Dn;4.945;130.8
2020-04-01 16:19:33.617;Dn;4.980;105
2020-04-01 16:19:34.657;Dn;5.041;95.9
2020-04-01 16:19:35.696;Dn;5.100;88
2020-04-01 16:19:36.740;Dn;5.156;117.1
2020-04-01 16:19:37.780;Dn;5.196;108.3
2020-04-01 16:19:38.821;Dn;5.241;101.3
2020-04-01 16:19:39.878;Dn;5.297;120.6
2020-04-01 16:19:40.902;Dn;5.348;123.8
2020-04-01 16:19:42.984;Dn;5.425;125.6
2020-04-01 16:19:44.025;Dn;5.463;125.1
2020-04-01 16:19:45.086;Dn;5.513;146
2020-04-01 16:19:46.107;Dn;5.562;150.9
2020-04-01 16:19:47.147;Dn;5.604;158.9
2020-04-01 16:19:48.189;Dn;5.647;162.7
2020-04-01 16:19:49.250;Dn;5.687;156.1
2020-04-01 16:19:50.280;Dn;5.735;146.3
2020-04-01 16:19:51.310;Dn;5.775;148.7
2020-04-01 16:19:52.351;Dn;5.818;155.1
2020-04-01 16:19:53.393;Dn;5.860;149.4
2020-04-01 16:19:54.454;Dn;5.903;155.9
2020-04-01 16:19:55.476;Dn;5.954;167.7
2020-04-01 16:19:56.516;Dn;5.996;174.3
2020-04-01 16:19:57.557;Dn;6.036;181.3
2020-04-01 16:19:58.598;Dn;6.079;191.9
2020-04-01 16:20:33.991;Dn;6.142;182.6
2020-04-01 16:20:35.051;Dn;6.214;43.6
2020-04-01 16:20:36.072;Dn;6.270;58
2020-04-01 16:20:37.112;Dn;6.318;58.1
2020-04-01 16:20:38.152;Dn;6.366;56.5
2020-04-01 16:20:39.194;Dn;6.419;53
2020-04-01 16:20:40.256;Dn;6.462;40.7
2020-04-01 16:20:41.297;Dn;6.504;61.3
2020-04-01 16:20:42.316;Dn;6.539;67
2020-04-01 16:20:43.357;Dn;6.574;67.5
2020-04-01 16:20:44.399;Dn;6.606;72.8
2020-04-01 16:20:45.461;Dn;6.638;67.3
2020-04-01 16:20:46.497;Dn;6.662;73.3
2020-04-01 16:20:47.524;Dn;6.694;66.3
2020-04-01 16:20:48.562;Dn;6.728;33.2
2020-04-01 16:20:49.603;Dn;6.763;14
2020-04-01 16:20:50.662;Dn;6.801;5.3
2020-04-01 16:20:51.687;Dn;6.835;28.6
2020-04-01 16:20:52.725;Dn;6.867;47.7
2020-04-01 16:20:53.766;Dn;6.897;22.3
2020-04-01 16:20:54.809;Dn;6.931;-10.9
2020-04-01 16:20:55.862;Dn;6.971;-5.1
2020-04-01 16:20:56.914;Dn;7.001;-15.2
2020-04-01 16:20:57.930;Dn;7.043;-15.4
2020-04-01 16:20:58.972;Dn;7.081;-29.9
2020-04-01 16:21:00.012;Dn;7.121;-55.6
2020-04-01 16:21:01.062;Dn;7.169;-61.8
2020-04-01 16:21:02.111;Dn;7.211;-52.8
2020-04-01 16:21:03.135;Dn;7.249;-25.2
2020-04-01 16:21:04.177;Dn;7.289;-33.1
2020-04-01 16:21:36.461;Dn;7.346;-41.7
2020-04-01 16:21:37.490;Dn;7.386;-93.6
2020-04-01 16:21:38.524;Dn;7.423;-157.4
2020-04-01 16:21:39.566;Dn;7.458;-163.9
2020-04-01 16:21:40.606;Dn;7.498;-163.1
2020-04-01 16:21:41.681;Dn;7.543;-159.5
2020-04-01 16:21:42.690;Dn;7.589;-160.4
2020-04-01 16:21:43.729;Dn;7.631;-162
2020-04-01 16:21:44.770;Dn;7.677;-162.2
2020-04-01 16:21:45.811;Dn;7.719;-156.9
2020-04-01 16:21:46.864;Dn;7.762;-141.6
2020-04-01 16:21:48.933;Dn;7.821;-140
2020-04-01 16:21:49.974;Dn;7.885;-150.3
2020-04-01 16:21:51.015;Dn;7.917;-138.4
2020-04-01 16:21:53.113;Dn;7.986;-206.9
2020-04-01 16:21:54.138;Dn;8.005;-216
2020-04-01 16:21:55.179;Dn;8.066;-214.2
2020-04-01 16:21:56.222;Dn;8.104;-183.1
2020-04-01 16:21:57.264;Dn;8.149;-166.4
2020-04-01 16:21:58.302;Dn;8.181;-167.6
2020-04-01 16:21:59.342;Dn;8.216;-169.8
2020-04-01 16:22:00.383;Dn;8.250;-149.3
2020-04-01 16:22:01.424;Dn;8.282;-144.4
2020-04-01 16:22:02.466;Dn;8.320;-141.4
2020-04-01 16:22:03.506;Dn;8.354;-147.1
2020-04-01 16:22:04.547;Dn;8.386;-156.8
2020-04-01 16:22:05.588;Dn;8.416;-156.8
2020-04-01 16:22:06.648;Dn;8.442;-155.6
2020-04-01 16:22:07.675;Dn;8.477;-160.7
2020-04-01 16:22:43.078;Dn;8.501;-162.2
