DateTime;UpDn;Depth;REMax
2020-09-17 15:24:30.566;Dn;0.008;342.6
2020-09-17 15:24:30.566;Dn;0.008;342.6
2020-09-17 15:24:31.609;Dn;0.059;229.7
2020-09-17 15:24:32.627;Dn;0.101;200.6
2020-09-17 15:24:33.695;Dn;0.136;262.6
2020-09-17 15:24:34.738;Dn;0.173;270.1
2020-09-17 15:24:35.781;Dn;0.203;281.6
2020-09-17 15:24:36.823;Dn;0.267;300.8
2020-09-17 15:24:37.843;Dn;0.304;333.5
2020-09-17 15:24:38.910;Dn;0.344;348.4
2020-09-17 15:24:39.953;Dn;0.387;333.4
2020-09-17 15:24:41.011;Dn;0.443;343.3
2020-09-17 15:24:42.024;Dn;0.485;350.4
2020-09-17 15:24:43.082;Dn;0.520;333.1
2020-09-17 15:24:44.124;Dn;0.533;347.7
2020-09-17 15:24:45.168;Dn;0.587;331.8
2020-09-17 15:24:46.212;Dn;0.635;339.7
2020-09-17 15:24:47.230;Dn;0.678;352.1
2020-09-17 15:24:48.296;Dn;0.715;345.9
2020-09-17 15:24:49.340;Dn;0.763;349.6
2020-09-17 15:24:50.382;Dn;0.816;334.1
2020-09-17 15:24:51.425;Dn;0.872;341.7
2020-09-17 15:24:52.445;Dn;0.923;339.2
2020-09-17 15:24:53.511;Dn;0.974;126.6
2020-09-17 15:24:54.554;Dn;1.024;300.1
2020-09-17 15:24:55.613;Dn;1.078;303
2020-09-17 15:24:56.626;Dn;1.142;318.6
2020-09-17 15:24:57.692;Dn;1.182;311.3
2020-09-17 15:25:39.417;Dn;1.211;362.3
2020-09-17 15:25:41.489;Dn;1.284;359.9
2020-09-17 15:25:43.573;Dn;1.300;366.9
2020-09-17 15:25:44.618;Dn;1.335;308.3
2020-09-17 15:25:45.636;Dn;1.399;339
2020-09-17 15:25:46.701;Dn;1.460;356.8
2020-09-17 15:25:47.745;Dn;1.527;377.4
2020-09-17 15:25:48.788;Dn;1.602;355.3
2020-09-17 15:25:49.830;Dn;1.679;342.9
2020-09-17 15:25:50.851;Dn;1.775;265.9
2020-09-17 15:25:51.917;Dn;1.850;302.8
2020-09-17 15:25:52.960;Dn;1.927;270.8
2020-09-17 15:25:54.019;Dn;1.983;254.3
2020-09-17 15:25:55.032;Dn;2.058;242.9
2020-09-17 15:25:56.089;Dn;2.117;239.2
2020-09-17 15:25:57.131;Dn;2.170;198.3
2020-09-17 15:25:58.175;Dn;2.215;198.2
2020-09-17 15:25:59.219;Dn;2.266;208.7
2020-09-17 15:26:00.237;Dn;2.325;220.1
2020-09-17 15:26:01.304;Dn;2.373;189.6
2020-09-17 15:26:35.722;Dn;2.439;326.8
2020-09-17 15:26:36.766;Dn;2.451;202.1
2020-09-17 15:26:37.824;Dn;2.459;191.2
2020-09-17 15:26:38.835;Dn;2.483;199
2020-09-17 15:26:39.895;Dn;2.555;274.5
2020-09-17 15:26:40.938;Dn;2.619;227.5
2020-09-17 15:26:41.982;Dn;2.683;205.7
2020-09-17 15:26:43.024;Dn;2.798;229.3
2020-09-17 15:26:44.045;Dn;2.915;257.4
2020-09-17 15:26:45.110;Dn;3.009;303.7
2020-09-17 15:26:46.154;Dn;3.094;292.7
2020-09-17 15:26:47.197;Dn;3.190;286.8
2020-09-17 15:26:48.239;Dn;3.300;275.4
2020-09-17 15:26:49.260;Dn;3.388;266.2
2020-09-17 15:26:50.327;Dn;3.454;225.3
2020-09-17 15:26:51.369;Dn;3.510;279.9
2020-09-17 15:26:52.426;Dn;3.569;281.6
2020-09-17 15:27:43.527;Dn;3.654;215.4
2020-09-17 15:27:44.570;Dn;3.688;169.5
2020-09-17 15:27:45.613;Dn;3.696;183.6
2020-09-17 15:27:46.652;Dn;3.757;84.2
2020-09-17 15:27:47.700;Dn;3.810;193.3
2020-09-17 15:27:48.743;Dn;3.858;201.2
2020-09-17 15:27:49.786;Dn;3.912;190.1
2020-09-17 15:27:50.841;Dn;3.960;131.6
2020-09-17 15:27:51.854;Dn;4.032;139.9
2020-09-17 15:27:52.916;Dn;4.090;120.7
2020-09-17 15:27:53.958;Dn;4.162;139.4
2020-09-17 15:27:55.001;Dn;4.221;131.2
2020-09-17 15:27:56.043;Dn;4.272;168.5
2020-09-17 15:27:57.064;Dn;4.325;175.6
2020-09-17 15:27:58.130;Dn;4.379;159.7
2020-09-17 15:27:59.173;Dn;4.424;144.7
2020-09-17 15:28:00.217;Dn;4.483;154.1
2020-09-17 15:28:01.255;Dn;4.552;107.6
2020-09-17 15:28:02.322;Dn;4.611;109.3
2020-09-17 15:28:03.346;Dn;4.680;154
2020-09-17 15:28:04.389;Dn;4.744;174.9
2020-09-17 15:28:05.443;Dn;4.795;165.8
2020-09-17 15:28:06.456;Dn;4.845;149.2
2020-09-17 15:30:51.281;Dn;4.872;113.4
2020-09-17 15:30:53.385;Dn;4.897;10
2020-09-17 15:30:54.434;Dn;4.932;100.8
2020-09-17 15:30:55.474;Dn;4.983;61.1
2020-09-17 15:30:56.495;Dn;5.044;67.9
2020-09-17 15:30:57.564;Dn;5.087;106.4
2020-09-17 15:30:58.607;Dn;5.127;178.3
2020-09-17 15:30:59.671;Dn;5.172;193.5
2020-09-17 15:31:00.684;Dn;5.233;90.5
2020-09-17 15:31:01.735;Dn;5.276;95.8
2020-09-17 15:31:02.781;Dn;5.345;149.7
2020-09-17 15:31:03.825;Dn;5.399;156.4
2020-09-17 15:31:04.872;Dn;5.449;92.2
2020-09-17 15:31:05.887;Dn;5.505;53.8
2020-09-17 15:31:06.953;Dn;5.554;73
2020-09-17 15:31:07.996;Dn;5.602;39.3
2020-09-17 15:31:09.040;Dn;5.647;84
2020-09-17 15:31:10.086;Dn;5.700;120.1
2020-09-17 15:31:11.114;Dn;5.743;114.6
2020-09-17 15:31:12.173;Dn;5.783;105.8
2020-09-17 15:31:13.216;Dn;5.823;103.4
2020-09-17 15:31:14.274;Dn;5.866;93.2
2020-09-17 15:31:15.285;Dn;5.914;118
2020-09-17 15:31:16.347;Dn;5.954;108
2020-09-17 15:31:17.390;Dn;5.991;128.8
2020-09-17 15:31:18.434;Dn;6.026;163.7
2020-09-17 15:31:19.476;Dn;6.063;160.1
2020-09-17 15:32:01.213;Dn;6.095;220.1
2020-09-17 15:32:02.257;Dn;6.126;299.1
2020-09-17 15:32:03.291;Dn;6.144;251.8
2020-09-17 15:32:04.364;Dn;6.174;153.4
2020-09-17 15:32:05.388;Dn;6.208;119
2020-09-17 15:32:06.431;Dn;6.240;127.1
2020-09-17 15:32:07.481;Dn;6.278;96.9
2020-09-17 15:32:08.493;Dn;6.323;97.1
2020-09-17 15:32:09.563;Dn;6.360;102.6
2020-09-17 15:32:10.606;Dn;6.400;105.7
2020-09-17 15:32:11.649;Dn;6.440;112.4
2020-09-17 15:32:12.693;Dn;6.478;117.5
2020-09-17 15:32:13.712;Dn;6.512;111.8
2020-09-17 15:32:14.780;Dn;6.552;117
2020-09-17 15:32:15.823;Dn;6.590;105.1
2020-09-17 15:32:16.881;Dn;6.630;101.1
2020-09-17 15:32:17.892;Dn;6.675;101.5
2020-09-17 15:32:18.951;Dn;6.712;97.7
2020-09-17 15:32:19.994;Dn;6.753;88
2020-09-17 15:32:21.039;Dn;6.790;90.4
2020-09-17 15:32:22.083;Dn;6.827;88
2020-09-17 15:32:23.104;Dn;6.873;83
2020-09-17 15:32:24.171;Dn;6.910;95.1
2020-09-17 15:32:25.215;Dn;6.945;103.3
2020-09-17 15:32:26.259;Dn;6.979;115.7
2020-09-17 15:32:27.294;Dn;7.019;123.7
2020-09-17 15:32:28.363;Dn;7.054;147.9
2020-09-17 15:32:29.390;Dn;7.089;171.7
2020-09-17 15:32:30.434;Dn;7.123;189.8
2020-09-17 15:32:31.483;Dn;7.158;194.2
2020-09-17 15:32:32.498;Dn;7.198;192.5
2020-09-17 15:32:33.566;Dn;7.238;147.9
2020-09-17 15:33:28.869;Dn;7.281;199.5
2020-09-17 15:33:29.907;Dn;7.290;177.4
2020-09-17 15:33:30.973;Dn;7.306;183.6
2020-09-17 15:33:31.998;Dn;7.327;176.5
2020-09-17 15:33:33.041;Dn;7.357;103.5
2020-09-17 15:33:34.093;Dn;7.391;129.9
2020-09-17 15:33:35.106;Dn;7.429;178.4
2020-09-17 15:33:36.172;Dn;7.466;190.5
2020-09-17 15:33:37.214;Dn;7.501;197
2020-09-17 15:33:38.257;Dn;7.535;196.1
2020-09-17 15:33:39.299;Dn;7.570;186.6
2020-09-17 15:33:40.321;Dn;7.610;200.2
2020-09-17 15:33:41.387;Dn;7.642;209.7
2020-09-17 15:33:42.431;Dn;7.674;207.9
2020-09-17 15:33:43.494;Dn;7.709;214.6
2020-09-17 15:33:44.508;Dn;7.746;219.9
2020-09-17 15:33:45.577;Dn;7.778;217.2
2020-09-17 15:33:46.604;Dn;7.810;206.3
2020-09-17 15:33:47.647;Dn;7.845;193.7
2020-09-17 15:33:48.695;Dn;7.877;213.9
2020-09-17 15:33:49.710;Dn;7.917;204.5
2020-09-17 15:33:50.776;Dn;7.946;185.4
2020-09-17 15:33:51.820;Dn;7.976;178.2
2020-09-17 15:33:52.863;Dn;8.008;162.8
2020-09-17 15:33:53.905;Dn;8.040;166.4
2020-09-17 15:33:54.926;Dn;8.077;161.2
2020-09-17 15:33:55.992;Dn;8.106;167.1
2020-09-17 15:33:57.036;Dn;8.138;162.1
2020-09-17 15:33:58.097;Dn;8.170;148.8
2020-09-17 15:33:59.110;Dn;8.205;143.6
2020-09-17 15:34:00.181;Dn;8.234;140.4
2020-09-17 15:34:01.208;Dn;8.264;154.9
2020-09-17 15:34:02.251;Dn;8.293;166.6
2020-09-17 15:34:03.298;Dn;8.322;133.6
2020-09-17 15:34:04.314;Dn;8.357;144.2
2020-09-17 15:34:05.381;Dn;8.386;119.6
