DateTime;UpDn;Depth;RE1Max
2021-10-14 10:36:14.739;Dn;0.000;427.8
2021-10-14 10:36:14.739;Dn;0.000;427.8
2021-10-14 10:36:17.987;Dn;0.000;424.2
2021-10-14 10:36:19.618;Dn;0.004;441.1
2021-10-14 10:36:21.260;Dn;0.063;365.7
2021-10-14 10:36:22.907;Dn;0.147;426
2021-10-14 10:36:24.499;Dn;0.239;557
2021-10-14 10:36:26.131;Dn;0.332;540.4
2021-10-14 10:36:27.763;Dn;0.424;510.8
2021-10-14 10:36:29.378;Dn;0.508;485.4
2021-10-14 10:36:31.010;Dn;0.592;465.8
2021-10-14 10:36:32.642;Dn;0.602;467.2
2021-10-14 10:36:34.274;Dn;0.633;455.8
2021-10-14 10:37:23.123;Dn;0.667;396.7
2021-10-14 10:37:24.738;Dn;0.674;438.8
2021-10-14 10:37:26.355;Dn;0.711;436.5
2021-10-14 10:37:27.985;Dn;0.770;417.3
2021-10-14 10:37:29.619;Dn;0.810;398.8
2021-10-14 10:37:31.250;Dn;0.861;382.3
2021-10-14 10:37:32.883;Dn;0.911;345.7
2021-10-14 10:37:34.504;Dn;1.001;309.3
2021-10-14 10:37:36.131;Dn;1.067;275.6
2021-10-14 10:37:37.762;Dn;1.144;251.3
2021-10-14 10:37:39.394;Dn;1.210;210
2021-10-14 10:37:41.027;Dn;1.278;203.6
2021-10-14 10:37:42.659;Dn;1.334;195.4
2021-10-14 10:37:44.277;Dn;1.392;55.1
2021-10-14 10:37:45.907;Dn;1.442;78
2021-10-14 10:37:47.539;Dn;1.493;86.1
2021-10-14 10:37:49.187;Dn;1.552;77.8
2021-10-14 10:37:50.786;Dn;1.602;90.3
2021-10-14 10:37:52.419;Dn;1.652;98.5
2021-10-14 10:37:54.034;Dn;1.710;96.2
2021-10-14 10:37:55.683;Dn;1.768;101.8
2021-10-14 10:37:57.299;Dn;1.818;89.8
2021-10-14 10:37:58.931;Dn;1.874;48.7
2021-10-14 10:38:46.002;Dn;1.914;84
2021-10-14 10:38:47.634;Dn;1.952;30.5
2021-10-14 10:38:49.246;Dn;2.010;4
2021-10-14 10:38:50.882;Dn;2.068;40.2
2021-10-14 10:38:52.515;Dn;2.126;48.6
2021-10-14 10:38:54.125;Dn;2.193;70.4
2021-10-14 10:38:55.763;Dn;2.236;84.1
2021-10-14 10:39:02.274;Dn;2.244;67.5
2021-10-14 10:39:03.906;Dn;2.257;85.8
2021-10-14 10:39:05.555;Dn;2.290;44.5
2021-10-14 10:39:07.155;Dn;2.316;50.3
2021-10-14 10:39:08.787;Dn;2.351;36.7
2021-10-14 10:39:15.283;Dn;2.386;42.6
2021-10-14 10:39:16.918;Dn;2.393;40.1
2021-10-14 10:39:18.546;Dn;2.428;39.6
2021-10-14 10:39:20.163;Dn;2.454;32.6
2021-10-14 10:39:21.795;Dn;2.489;19.9
2021-10-14 10:39:23.427;Dn;2.531;13.2
2021-10-14 10:39:25.027;Dn;2.574;31.9
2021-10-14 10:39:26.675;Dn;2.625;76.1
2021-10-14 10:39:28.306;Dn;2.666;67.2
2021-10-14 10:39:29.923;Dn;2.710;76.3
2021-10-14 10:39:31.557;Dn;2.753;65
2021-10-14 10:39:33.171;Dn;2.794;36.9
2021-10-14 10:39:34.802;Dn;2.845;112.6
2021-10-14 10:39:36.433;Dn;2.892;144.6
2021-10-14 10:39:38.051;Dn;2.935;71.3
